gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
slc2a15b	0	2.59565863176053	0.91	0.053	0
csrp2	0	2.47868656710808	0.873	0.053	0
mlpha	0	3.36803150890228	0.995	0.078	0
mitfa	0	2.27926516308541	0.792	0.044	0
tyrp1a	0	3.94094915165025	1	0.071	0
slc38a11	0	1.82678158991515	0.726	0.02	0
slc22a7a	0	3.10424514253774	0.958	0.068	0
zdhhc2	0	2.70158478198826	0.877	0.028	0
s100w	0	2.12000767209221	0.717	0.022	0
alkal2b	0	1.68510711661878	0.632	0.013	0
slc24a4a	0	1.68700027308325	0.665	0.021	0
tmem243a	0	2.91433162495305	0.958	0.07	0
rhag	0	2.8683283993098	0.972	0.088	0
slc22a2	0	2.65070683081007	0.892	0.034	0
si:dkey-21a6.5	6.34672738493667e-307	2.36068869773426	0.91	0.076	9.22179489031299e-303
mt2	2.92532979661078e-303	4.6083992695297	0.972	0.106	4.25050419447546e-299
slc30a8	1.18770338155173e-300	1.29224885171591	0.538	0.013	1.72573301339466e-296
hsd20b2	2.41636098677889e-300	1.48801109078226	0.604	0.022	3.51097251378972e-296
zgc:91968	6.10896388616872e-300	4.60621362008354	1	0.12	8.87632452660316e-296
gpr143	1.60319825779292e-298	3.36976791691453	0.991	0.114	2.32944706857312e-294
tfap2e	6.13500060280402e-297	2.21008373202301	0.83	0.06	8.91415587587425e-293
slc29a3	4.04661136864769e-296	2.12214228676097	0.778	0.05	5.87972631864509e-292
anxa2a	6.01373111098414e-285	3.0183918529967	0.943	0.096	8.73795130425995e-281
slc45a2	3.6399082816219e-282	4.8310579467879	1	0.137	5.28878673319663e-278
slc3a2a	3.93832467576827e-281	2.75088859684333	0.939	0.099	5.72238575389129e-277
rabl6b	3.5614009741506e-278	2.50616971321339	0.929	0.097	5.17471561544082e-274
nqo1	4.30587779301545e-278	2.09749591472792	0.792	0.06	6.25644043325145e-274
tspan10	1.11891233553813e-272	1.44835251849547	0.651	0.032	1.6257796235369e-268
rasd1	1.5558011446114e-269	2.62666942457927	0.863	0.081	2.26057906312037e-265
hsc70	4.80414358666242e-269	1.63722580566023	0.524	0.017	6.9804206314205e-265
prnpb	1.59883189096483e-267	1.30285026277972	0.434	0.008	2.3231027375719e-263
spock3	1.88350608960086e-266	3.05916186460097	0.972	0.126	2.73673434819004e-262
ak1	1.93607366305747e-264	2.5356667107545	0.882	0.091	2.81311503242251e-260
fabp11a	4.58678732414845e-262	3.13931918994026	0.844	0.079	6.6646019819877e-258
mtbl	2.50374762822735e-254	4.39959870974571	0.995	0.159	3.63794530381433e-250
agtrap	8.54422183756721e-254	1.52429929858727	0.722	0.049	1.24147543299852e-249
si:ch211-195b13.1	3.20463087930409e-253	2.34416723448751	0.788	0.068	4.65632866762884e-249
drd3	4.59622066256091e-237	2.14395540307193	0.519	0.022	6.678308622701e-233
gramd2aa	6.57884626035593e-237	2.08874606132445	0.741	0.063	9.55906361629717e-233
lgals2a	1.10123902364324e-230	2.41286421341662	0.816	0.081	1.60010030135363e-226
CLEC3A	1.53867193968733e-230	1.21110211651772	0.415	0.011	2.2356903283657e-226
pcdh10a	1.01072787861067e-229	1.78114771374447	0.774	0.074	1.4685876076213e-225
cdh1	1.4699229617645e-228	1.53970092272652	0.651	0.045	2.13579806344382e-224
s100a10b	1.13447431589403e-226	4.5461486699966	0.995	0.187	1.64839118099403e-222
dct	1.28266869560011e-226	4.29108514758435	1	0.188	1.86371761470695e-222
rab32a	9.56456193893384e-226	1.89746282809856	0.816	0.085	1.38973084972709e-221
dhrs9	2.03686968029203e-224	1.07088339079252	0.42	0.012	2.95957164546432e-220
CPNE8	3.50535948467836e-216	1.77183880697665	0.769	0.079	5.09328733123766e-212
pttg1ipb	1.1584939779704e-214	2.81047157787643	0.967	0.178	1.683291749991e-210
si:dkeyp-118a3.2	1.55846854056613e-214	0.928484358518781	0.434	0.015	2.26445478944258e-210
emp3b	2.73772011905046e-212	1.57772949101073	0.608	0.042	3.97790733298031e-208
tspan36	5.6689596581518e-210	3.4818355431846	0.962	0.172	8.23699838329456e-206
atp6v0a2b	1.97402812660595e-207	1.28401646184041	0.585	0.039	2.86826286795845e-203
cdk15	7.86556182408184e-204	1.15126471617488	0.524	0.029	1.14286613303909e-199
plpp1a	2.98714094048014e-203	1.82047610538694	0.844	0.11	4.34031578651765e-199
si:dkey-204f11.64	6.41544598141062e-203	2.60709555020156	0.962	0.177	9.32164301098963e-199
anxa1a	3.60213665750018e-202	3.24543633034673	0.967	0.182	5.23390456334776e-198
slc39a10	5.75039858591464e-200	1.4739685270643	0.594	0.045	8.35532914533398e-196
prkar1b	6.60894772087975e-195	1.03158291167792	0.462	0.022	9.60280103843828e-191
stx12l	9.01755999617745e-193	1.11445204864557	0.519	0.032	1.31025146744458e-188
syngr2b	6.51752917378772e-189	1.62542560287273	0.708	0.074	9.46996988951355e-185
rgs16	1.25165561690188e-187	1.33336313757581	0.448	0.022	1.81865561135843e-183
pah	2.83212548844843e-181	1.33418230827588	0.599	0.048	4.11507833471557e-177
zgc:165573	1.30841700998488e-180	1.57248527923385	0.769	0.097	1.90112991550803e-176
pmela	1.35987288083277e-178	5.25574059764547	1	0.313	1.97589529585002e-174
adssl1	8.89864014322075e-178	0.909225743217652	0.434	0.022	1.29297241280998e-173
gch2	1.23060099345042e-175	2.25676455410408	0.995	0.231	1.78806324348345e-171
