UMAP_1	UMAP_2	CellType	orig.ident
-0.161750496052942	4.22655924152098	*	adult19
-0.348267980539045	4.73646338771544	*	adult19
2.46605655489043	4.83955200504027	*	adult19
-0.83288779916688	-2.62444941211977	*	adult19
5.9404506379135	-2.68232099224367	*	adult19
-0.447564250011734	3.50833519290648	*	adult19
0.583921878910818	5.39845522235594	*	adult19
6.017552345372	-2.71837655712404	*	adult19
3.72135969934539	0.363667686688522	*	adult19
5.74176165399627	2.53462370227538	*	adult19
-1.8784357613556	-3.96171228100099	*	adult19
-7.78683093252107	-0.531827728045364	*	adult19
-0.899932832144937	-3.56502429653444	*	adult19
7.51163527307586	4.09755333255492	*	adult19
-0.955668539427957	-2.57839862514772	*	adult19
0.742220490551748	-2.96500055004396	*	adult19
1.63211867151336	-2.51963249851503	*	adult19
1.6007358723648	-3.49641029049196	*	adult19
2.22606798944549	3.16015704463683	*	adult19
-7.17222932043	-0.356941262972733	*	adult19
-1.27296510400697	-4.70039836574831	*	adult19
-1.10606995286866	-5.60317937542238	*	adult19
-0.206582189225397	-3.34095756222047	*	adult19
-0.83286833825036	-5.94799939800539	*	adult19
1.05719503698424	-3.41945735622682	*	adult19
7.00183626947478	2.67327984164915	*	adult19
1.89437958536223	-3.32277194668092	*	adult19
0.275692253685751	-4.47815887142458	*	adult19
1.95756384668426	5.03265221904478	*	adult19
1.28875777063445	5.56546648334227	*	adult19
5.61284634409026	3.45647772144041	*	adult19
1.98980805215911	-2.3437740008954	*	adult19
-1.10745856227799	-2.1142932574872	*	adult19
2.79304882822112	-2.53532759357729	*	adult19
-1.57113424005433	-2.24397818256654	*	adult19
0.668429821110525	-4.46273509670534	*	adult19
-0.0559891468517398	-1.72064510990419	*	adult19
0.0274061852462674	4.19812281917296	*	adult19
2.82829591569976	3.5314758617755	*	adult19
1.69593188104705	4.04868038486205	*	adult19
-1.48726120653077	4.27688248943053	*	adult19
0.421772509194174	-5.5880059402112	*	adult19
1.60688683328704	3.60104711841307	*	adult19
-4.3436217612259	0.108675797688583	*	adult19
-0.698464155816278	-4.10072127987184	*	adult19
-1.04472568693086	-2.6722811858777	*	adult19
3.92537352380828	-0.990277926218887	*	adult19
-1.46663978757783	-4.70994369198122	*	adult19
-0.995992810153208	4.65669020007811	*	adult19
-0.423043704279504	-2.01952401806154	*	adult19
5.10521981058196	-2.28011314083376	*	adult19
0.731903045750418	5.71998461078368	*	adult19
-0.215319052957735	-5.17430106807985	*	adult19
2.12781783876494	-1.96677724529543	*	adult19
-1.11147061052247	-2.31603495289125	*	adult19
2.3296107941635	5.19390400241576	*	adult19
7.95365759668426	3.31435521434508	*	adult19
0.909000485516348	-4.05738870312013	*	adult19
3.76812788782195	-0.723288933527847	*	adult19
-1.415173739814	4.34815295528136	*	adult19
-0.0229838794700717	1.74239250014983	*	adult19
2.7190220051773	3.66217311214171	*	adult19
1.71629854974822	-3.62794629741945	*	adult19
2.52662917909698	4.96433623622618	*	adult19
3.86096569833831	-0.877274195444962	*	adult19
2.32507535753325	-3.64078275371828	*	adult19
4.42925259409026	-2.67732564617433	*	adult19
-0.92938089432641	-5.28005973507204	*	adult19
0.666987746334829	-2.00932399441042	*	adult19
-8.50013783636018	-1.26891271282472	*	adult19
0.327591209984579	-5.06471292187013	*	adult19
0.526046305275717	-4.31285659481325	*	adult19
-1.77345672311708	-2.74848596264162	*	adult19
0.161837666607657	-5.91569320369997	*	adult19
0.498704164601126	-1.54478565861024	*	adult19
0.0150543445117856	-1.93020002056398	*	adult19
0.713181346035757	5.39211233447752	*	adult19
2.01714941797332	-3.28780833889284	*	adult19
3.51487633524016	-0.727632681620499	*	adult19
0.524890750027456	-3.52127591778078	*	adult19
2.65691611108855	3.67439468692503	*	adult19
-10.1040616339676	2.71420033763609	*	adult19
-1.58279147806092	-4.26485101391115	*	adult19
1.18531545934752	5.39829548190794	*	adult19
0.622165411091604	4.95332177470885	*	adult19
0.622829764462271	2.01796325038634	*	adult19
0.346623509503164	4.74426849673949	*	adult19
-0.767210543774805	-5.98135797191896	*	adult19
2.65511962709502	4.66089876483641	*	adult19
1.4742903405197	5.22202261279784	*	adult19
2.04171797571258	-2.97034541775026	*	adult19
0.894361703968802	-3.31008998562135	*	adult19
-0.136716604851923	-5.36984769512453	*	adult19
1.90623852548675	5.02468927692137	*	adult19
-1.32621601285859	4.95878394435606	*	adult19
-0.778073788308344	5.24358661960326	*	adult19
6.90889641580657	3.7932515938159	*	adult19
1.70694348154143	-2.89436237026491	*	adult19
-0.539807908856115	5.43012626956664	*	adult19
0.411635606861868	2.33271511386595	*	adult19
-8.62469533147737	-1.20721999813356	*	adult19
-0.277580783390245	4.34441741298399	*	adult19
-4.33736780347749	0.0380161602374114	*	adult19
-7.1048522299759	-0.783677856219193	*	adult19
7.71277758417205	4.10178168605528	*	adult19
-0.801715076588831	3.64482482265196	*	adult19
-1.81219795408174	4.57501395534239	*	adult19
0.190329223252096	5.59176691364012	*	adult19
-0.277285785102091	5.23156126331053	*	adult19
2.10629841623382	-2.61081449199953	*	adult19
-1.14870306911393	5.52636392902098	*	adult19
0.357528536892691	5.55799063037596	*	adult19
3.66892859277801	-0.93720857311525	*	adult19
1.75278207597808	-2.55305902172365	*	adult19
-0.409660101556025	-2.19304863621034	*	adult19
-0.0856956249706363	-5.82910672832765	*	adult19
0.00989705262259488	2.9137236673709	*	adult19
-0.171079129599771	-5.85963145901002	*	adult19
-1.25593969287797	4.0701299507495	*	adult19
0.32314476308898	-4.03166143108644	*	adult19
