percent.mt	nFeature_RNA	nCount_RNA	stage	version
1.96978975301082	2056	9798	larval	version_1
1.32481115630447	2792	17210	larval	version_1
1.64932758183202	2995	19705	larval	version_1
0.635419002765942	2382	13377	larval	version_1
1.24118476727786	2093	10635	larval	version_1
1.05487599596005	2967	17822	larval	version_1
1.16355079095307	1704	7649	larval	version_1
0.659293917481923	1539	4702	larval	version_1
2.17846669459573	1357	4774	larval	version_1
0.873535834822315	1403	5037	larval	version_1
1.09178289714256	3275	19143	larval	version_1
1.10457437867691	1584	8329	larval	version_1
1.38233934350439	3262	21630	larval	version_1
1.37152777777778	1492	5760	larval	version_1
0.741989881956155	2943	17790	larval	version_1
0.997782705099778	1210	3608	larval	version_1
1.38514455703263	2193	10757	larval	version_1
1.14053278034774	2585	12538	larval	version_1
0.79428117553614	1796	8813	larval	version_1
0.962599017346836	2018	9973	larval	version_1
1.04341105242818	1834	7763	larval	version_1
1.03394581127375	2805	16055	larval	version_1
0.942881633289176	2475	12833	larval	version_1
1.02857142857143	1493	5250	larval	version_1
1.05462082418922	2782	16404	larval	version_1
1.10732538330494	1392	5870	larval	version_1
0.75007500750075	1898	6666	larval	version_1
1.43729787998563	2585	13915	larval	version_1
1.06715731370745	2786	16305	larval	version_1
1.25598086124402	1632	6688	larval	version_1
1.41157670454545	2108	11264	larval	version_1
2.23236108847971	1459	6137	larval	version_1
1.30548302872063	1094	3064	larval	version_1
0.904568068747173	2915	15477	larval	version_1
1.13659847075842	2439	9678	larval	version_1
0.74633418210554	2285	11389	larval	version_1
0.934579439252336	2684	15087	larval	version_1
1.29893081205266	2352	11317	larval	version_1
0.641252209038122	3180	19805	larval	version_1
0.946384425216316	3659	25888	larval	version_1
1.20722433460076	2083	10520	larval	version_1
1.3363307106282	1727	8007	larval	version_1
0.563027838598686	1392	6394	larval	version_1
1.0510208190714	3672	24833	larval	version_1
1.25445473984319	1325	7015	larval	version_1
0.801692461863935	1854	8981	larval	version_1
1.24665391969407	2564	13075	larval	version_1
1.12103980503656	1449	6155	larval	version_1
1.09546165884194	1321	3834	larval	version_1
1.30220026942075	1201	4454	larval	version_1
1.03978300180832	1328	4424	larval	version_1
0.0514337148000514	1373	7777	larval	version_1
1.17420259376095	2680	17118	larval	version_1
1.06829454406715	2860	18347	larval	version_1
0.87755462630308	2804	16979	larval	version_1
0	1999	10965	larval	version_1
0.695778941090716	2499	15091	larval	version_1
2.04139495321803	825	3527	larval	version_1
0.966284323948557	2595	14385	larval	version_1
1.08768531624823	2336	13423	larval	version_1
1.12421673424254	1241	5426	larval	version_1
1.76825639717759	1970	11763	larval	version_1
1.15012930447802	2443	14694	larval	version_1
0.971275056829924	3033	19356	larval	version_1
1.15670817063287	2754	13573	larval	version_1
0.875868317728783	1815	9933	larval	version_1
1.17586251453676	1734	7739	larval	version_1
0.348749052312358	1665	6595	larval	version_1
0.983156771587531	2297	13121	larval	version_1
1.83608302288451	1638	7516	larval	version_1
0.795644891122278	2213	11940	larval	version_1
1.60655737704918	827	3050	larval	version_1
1.0753588016235	3524	23899	larval	version_1
1.35430551852839	3276	18755	larval	version_1
2.63671875	1039	4096	larval	version_1
0.726574244195758	2517	11974	larval	version_1
1.03706746072492	1636	9739	larval	version_1
1.25281884239539	1261	3991	larval	version_1
1.75414923761975	1927	7411	larval	version_1
1.28907835972391	2230	9852	larval	version_1
0.947920151667224	2980	17934	larval	version_1
0.853474320241692	2137	13240	larval	version_1
0.366524129505192	1220	4911	larval	version_1
0.377814719661478	1322	6617	larval	version_1
1.16345293304044	2436	12291	larval	version_1
0.81089258698941	3079	16525	larval	version_1
1.17004680187207	2052	6410	larval	version_1
1.03079582559703	2693	15619	larval	version_1
0.662251655629139	1040	4077	larval	version_1
0.168628139820833	1310	28465	larval	version_1
1.14255765199161	1891	9540	larval	version_1
1.24062149229042	2896	16927	larval	version_1
1.26908586159032	1212	5043	larval	version_1
0.0508388408744281	1545	7868	larval	version_1
0.920392063112599	1599	8366	larval	version_1
0.856197703833431	1942	10278	larval	version_1
0.718716156345378	3098	20314	larval	version_1
0.968068198237249	1973	6921	larval	version_1
0.797034291010195	1209	5395	larval	version_1
0.700381089710578	2170	9709	larval	version_1
1.22501611863314	1397	4653	larval	version_1
3.73578776394153	1421	3694	larval	version_1
1.08324131040648	3296	19017	larval	version_1
4.19109663409338	1280	4605	larval	version_1
1.4490144901449	2147	11111	larval	version_1
0.675952478492421	1404	4882	larval	version_1
1.09639667385279	2757	16235	larval	version_1
2.46679316888046	1372	4743	larval	version_1
1.44969980963538	2186	13658	larval	version_1
0.958707114976375	2495	14603	larval	version_1
1.19709998313944	1882	5931	larval	version_1
1.50075037518759	1227	3998	larval	version_1
1.55440414507772	1802	9071	larval	version_1
1.19132713843221	2103	8394	larval	version_1
0.964655039357926	2317	12958	larval	version_1
1.3651220919054	3009	15603	larval	version_1
2.64184174109951	1685	7949	larval	version_1
1.02047165702196	2526	16071	larval	version_1
1.20653426421745	2642	14753	larval	version_1
1.2136974425661	3219	20763	larval	version_1
1.06923282544774	2594	14964	larval	version_1
1.32715399199494	1390	4747	larval	version_1
1.09686307757524	2876	18872	larval	version_1
0.516452707687768	2275	13554	larval	version_1
4.42307692307692	846	3640	larval	version_1
0.900142468592151	2631	15442	larval	version_1
0.361591000401768	1877	12445	larval	version_1
0.62848751835536	3061	17025	larval	version_1
1.22509150061	3171	19672	larval	version_1
1.25581691846752	2870	15687	larval	version_1
1.20957788200444	1954	8102	larval	version_1
0.831024930747922	1337	4693	larval	version_1
0.747931253978358	1580	6284	larval	version_1
1.04768432390091	2108	10213	larval	version_1
0.76276864402412	3206	19403	larval	version_1
1.04818853323954	2519	14215	larval	version_1
0.876494023904383	1680	5020	larval	version_1
0.718525460793502	2798	16005	larval	version_1
0.817302900428586	3385	20066	larval	version_1
0.855321552489309	2383	12393	larval	version_1
1.23114804555248	1941	6498	larval	version_1
0.955114120443029	3542	22301	larval	version_1
1.0293473499781	1350	4566	larval	version_1
0.76961271102284	1122	4028	larval	version_1
1.01041995579413	2432	12668	larval	version_1
1.49441843716241	1385	5554	larval	version_1
1.1414807833281	2952	19098	larval	version_1
1.06530160486995	2476	14456	larval	version_1
1.56838905775076	2109	8225	larval	version_1
1.52890587673196	1660	8372	larval	version_1
1.03954978896358	2478	12794	larval	version_1
1.0906612133606	1816	10269	larval	version_1
1.02544863377728	2844	15993	larval	version_1
1.49477900157345	2650	13982	larval	version_1
1.21726300258207	1535	8133	larval	version_1
1.16175156389634	2449	12309	larval	version_1
0.927825854224284	2393	11209	larval	version_1
0.853115727002967	2264	10784	larval	version_1
1.07719928186715	1122	3899	larval	version_1
1.17093674939952	1831	9992	larval	version_1
1.1300481659874	1450	5398	larval	version_1
0.973520249221184	3002	15408	larval	version_1
0.725870477486673	1814	8817	larval	version_1
1.01396424441875	2087	11243	larval	version_1
1.41170082801683	1878	7367	larval	version_1
1.12477662146536	2025	9513	larval	version_1
1.1866235167206	1502	4635	larval	version_1
0.882293964307199	1525	4987	larval	version_1
1.1660329531052	1819	7890	larval	version_1
0.096610578858385	2089	12421	larval	version_1
0.779458963778083	2509	13086	larval	version_1
0.922659430122117	2299	11055	larval	version_1
1.31990614000782	1982	10228	larval	version_1
1.03626943005181	2715	17177	larval	version_1
1.50545971441494	2475	15477	larval	version_1
1.50567070786077	2079	10228	larval	version_1
1.84158415841584	2429	10100	larval	version_1
1.0159785720883	2238	10827	larval	version_1
1.00833818111305	1559	5157	larval	version_1
0.866968500144495	2047	10381	larval	version_1
0.809651040401587	2372	12351	larval	version_1
1.08795869444957	1594	5423	larval	version_1
0.846839546191248	3460	24680	larval	version_1
1.21001160285099	1731	6033	larval	version_1
1.12879015310718	2858	16655	larval	version_1
0.883280757097792	1568	4755	larval	version_1
0.744167337087691	1269	4972	larval	version_1
0.033255736614566	899	3007	larval	version_1
0.943396226415094	2283	10706	larval	version_1
0.812962547656425	2591	17836	larval	version_1
0.919117647058824	2269	10880	larval	version_1
1.79137898861728	2040	10718	larval	version_1
1.01309612058315	2281	12141	larval	version_1
0.97665555026203	1787	8396	larval	version_1
1.58650214051876	2039	11913	larval	version_1
1.21519905686043	1989	11027	larval	version_1
1.00490768871232	3489	21395	larval	version_1
1.62014976174268	2550	14690	larval	version_1
1.06659556029598	2134	15001	larval	version_1
0.911410864017499	1632	5486	larval	version_1
1.16806376253951	3442	21831	larval	version_1
0.957771005659556	2140	11485	larval	version_1
1.12895531881062	1572	6289	larval	version_1
2.57510729613734	1326	5126	larval	version_1
0.878365476417796	1673	5237	larval	version_1
0.746472462448794	2041	10985	larval	version_1
1.10806772908367	2699	16064	larval	version_1
1.2035090263177	2558	13793	larval	version_1
1.07421875	1237	4096	larval	version_1
1.19815068047145	2618	15357	larval	version_1
0.764402461003045	2739	16091	larval	version_1
1.13483362185036	2750	15597	larval	version_1
1.16289551969711	2368	11093	larval	version_1
1.09473684210526	2646	14250	larval	version_1
0.771815127576501	1998	11013	larval	version_1
2.07981418918919	1943	9472	larval	version_1
1.24975203332672	2117	10082	larval	version_1
1.14698385726423	2659	14124	larval	version_1
0.92657478782216	2244	12843	larval	version_1
0.994288132007616	2720	14181	larval	version_1
0.889858965748825	2931	17868	larval	version_1
0.890231301168429	2479	12581	larval	version_1
0.997008973080758	2652	15045	larval	version_1
0.598061455970303	1455	4849	larval	version_1
0.832947709393799	1327	4322	larval	version_1
1.31394853701563	2846	16439	larval	version_1
1.04730019744184	2210	11649	larval	version_1
0.982628531321284	1352	5699	larval	version_1
1.00877692921464	2814	17546	larval	version_1
1.32592298531163	2558	12595	larval	version_1
1.03738150599177	2269	11182	larval	version_1
1.044703595724	2014	12348	larval	version_1
1.5920313298144	2295	11746	larval	version_1
0.948121645796064	1462	5590	larval	version_1
0.972745596354395	2230	11411	larval	version_1
1.88365650969529	2256	12635	larval	version_1
0.897435897435897	2523	14820	larval	version_1
1.26211561257932	2312	14341	larval	version_1
1.13191489361702	2378	11750	larval	version_1
1.0111761575306	1775	7516	larval	version_1
0.900482733011511	1713	10772	larval	version_1
1.07670701531465	2775	14953	larval	version_1
1.0211027910143	2280	10283	larval	version_1
0.878155872667398	1325	8199	larval	version_1
0.967341876808599	2161	12095	larval	version_1
1.90055248618785	1247	4525	larval	version_1
1.21030898476435	1451	7023	larval	version_1
1.01105845181675	1685	6330	larval	version_1
1.25052606264655	2867	16633	larval	version_1
1.59100551548579	2265	9428	larval	version_1
1.26774847870183	1799	9860	larval	version_1
1.40641158221303	1665	4835	larval	version_1
0.919540229885057	2510	13050	larval	version_1
1.00663463738275	2282	13113	larval	version_1
1.51515151515152	1643	5214	larval	version_1
1.93677015095414	1526	7022	larval	version_1
1.10257266956231	1036	2993	larval	version_1
0.827689992475546	1655	7974	larval	version_1
1.08833665880646	1483	5513	larval	version_1
0.741577795042023	2518	14159	larval	version_1
0.922025276210158	1950	12581	larval	version_1
0.798280626343261	2227	9771	larval	version_1
1.34307722694055	2080	10126	larval	version_1
1.24579124579125	1426	5940	larval	version_1
1.68711656441718	2109	9780	larval	version_1
1.01375814627082	876	2762	larval	version_1
1.07891491985203	1808	9732	larval	version_1
1.09186531755559	2908	17493	larval	version_1
1.2553292278541	1335	4222	larval	version_1
0.982419855222337	3311	21274	larval	version_1
1.05945838902916	3257	20199	larval	version_1
1.292546316243	1473	4642	larval	version_1
1.53019697216344	1430	6143	larval	version_1
1.23680478966441	2254	12694	larval	version_1
0.738396624472574	2736	16116	larval	version_1
1.23196798989154	1825	9497	larval	version_1
0.689235759172917	1337	4933	larval	version_1
1.03394021128343	3062	22245	larval	version_1
1.10052714325349	2222	10813	larval	version_1
1.58407798537774	1364	4924	larval	version_1
1.20574901128581	2059	10367	larval	version_1
1.19445431923214	2704	14065	larval	version_1
0.910325001996327	2128	12523	larval	version_1
0.769415724933878	1141	4159	larval	version_1
0.916898792943361	2482	8616	larval	version_1
1.2906348310075	2164	12397	larval	version_1
1.04052573932092	1855	9130	larval	version_1
1.1454753722795	1461	6111	larval	version_1
1.45682585624699	1958	10365	larval	version_1
3.26678765880218	1072	4408	larval	version_1
1.06867554309741	2349	11416	larval	version_1
1.48756660746004	1093	4504	larval	version_1
1.19802677942213	1779	5676	larval	version_1
1.02158828064765	2399	10376	larval	version_1
1.04133187632577	2905	15557	larval	version_1
1.47562181486271	2335	13147	larval	version_1
0.624860522204865	1472	4481	larval	version_1
1.03223355075676	2476	15791	larval	version_1
1.00153295861012	1999	9785	larval	version_1
1.31112686038271	865	2822	larval	version_1
0.947925643235258	3583	24369	larval	version_1
0.987760360747262	1321	4657	larval	version_1
1.57627571466738	1089	3743	larval	version_1
0.965973370463841	2193	11491	larval	version_1
0.79010137149672	2828	20124	larval	version_1
0.860891765124978	2773	16843	larval	version_1
1.35886349598518	1836	4857	larval	version_1
1.11845449923742	2284	9835	larval	version_1
1.56226068310614	2407	13058	larval	version_1
0.684844641724794	1722	7885	larval	version_1
0.977619778621637	2369	12377	larval	version_1
4.37710437710438	760	2673	larval	version_1
0.892591490627789	1484	6722	larval	version_1
0.631431244153414	1133	4276	larval	version_1
1.1216776396001	1804	8202	larval	version_1
0.745095358534418	2498	14629	larval	version_1
2.66525926903285	1502	7579	larval	version_1
2.9103334511606	1607	8487	larval	version_1
1.02897373409152	2464	14772	larval	version_1
0.913381032120566	1915	6569	larval	version_1
0.962164508427982	2394	13823	larval	version_1
0.968904912122578	1422	4438	larval	version_1
1.43051771117166	1621	8808	larval	version_1
0.446808510638298	1159	4700	larval	version_1
1.02944432145229	1826	9034	larval	version_1
1.12635766325482	3374	22373	larval	version_1
2.05378973105134	1128	4090	larval	version_1
1.33079847908745	1370	5260	larval	version_1
2.80941533788914	817	2634	larval	version_1
1.02579132473623	2556	13648	larval	version_1
1.40919766648989	2427	13199	larval	version_1
2.27272727272727	2294	9680	larval	version_1
2.37041719342604	2800	15820	larval	version_1
1.53363931489981	1777	8933	larval	version_1
0.971002926310189	1624	7518	larval	version_1
1.36359209116587	1780	10267	larval	version_1
0.981432360742706	1328	3770	larval	version_1
1.11091361535727	2028	11252	larval	version_1
2.51644266514155	1493	6994	larval	version_1
1.21532143156483	2511	11931	larval	version_1
1.37325529040973	1218	4442	larval	version_1
2.36933797909408	1912	11480	larval	version_1
1.32883357941363	1472	4741	larval	version_1
0.91473820738617	2703	14649	larval	version_1
0.644395455316263	1462	5897	larval	version_1
1.20141342756184	925	2830	larval	version_1
2.92959303530712	2479	14473	larval	version_1
1.12970458527155	2673	16553	larval	version_1
1.01597777005905	2366	11516	larval	version_1
0.266415922269237	1538	6381	larval	version_1
1.22832877096933	2479	14247	larval	version_1
1.74793008279669	1809	5435	larval	version_1
1.41843971631206	1324	6909	larval	version_1
0.425920292059629	1138	3287	larval	version_1
1.57203624930645	2479	10814	larval	version_1
0.580111531120177	3746	26719	larval	version_1
1.07188430455125	2213	11755	larval	version_1
0.920047842487809	2119	10869	larval	version_1
0.790678318768206	1693	7209	larval	version_1
1.06846925425207	1902	9172	larval	version_1
0.942501812503486	2840	17931	larval	version_1
0.842282585807539	1639	4749	larval	version_1
0.850405875531504	1266	5174	larval	version_1
0.955414012738854	2722	15072	larval	version_1
1.01948346171273	1959	8828	larval	version_1
1.13207547169811	1196	4505	larval	version_1
1.70902716914987	1333	4564	larval	version_1
1.23082934453453	2338	10237	larval	version_1
1.05719110197489	2236	13621	larval	version_1
1.54980379721749	3183	25229	larval	version_1
1.2163600425726	2088	13154	larval	version_1
4.4322056123787	952	3813	larval	version_1
1.11823204419889	3421	22625	larval	version_1
1.00926748762219	2576	15754	larval	version_1
1.2374195677281	1719	6061	larval	version_1
1.11902339776195	1680	5898	larval	version_1
0.860411899313501	2237	10925	larval	version_1
0.560141509433962	837	3392	larval	version_1
0.987333549853849	2893	15395	larval	version_1
1.12070444279261	3057	17489	larval	version_1
1.18772173376523	1762	6483	larval	version_1
1.10317024005864	3441	27285	larval	version_1
0.927760763826338	2314	11102	larval	version_1
0.846432889963724	1411	4962	larval	version_1
0.844363304427202	2020	8764	larval	version_1
1.10162489672267	2144	10893	larval	version_1
1.49450736609044	3408	23486	larval	version_1
1.40866636043485	2401	13062	larval	version_1
1.43523501973448	1670	8361	larval	version_1
4.13943355119826	1521	4131	larval	version_1
0.687075349263303	2112	13099	larval	version_1
1.3657390410456	2441	13619	larval	version_1
1.34133809292011	3084	18489	larval	version_1
1.16279069767442	1304	4558	larval	version_1
1.59844054580897	1591	7695	larval	version_1
0.55960437272254	1682	7684	larval	version_1
0.607441154138193	1881	7902	larval	version_1
1.00818572815983	3439	21623	larval	version_1
1.26235639861074	2774	14972	larval	version_1
0.756620428751576	3580	23790	larval	version_1
1.58782666225604	2419	15115	larval	version_1
0.0428265524625268	1363	4670	larval	version_1
2.3389791450628	2465	8679	larval	version_1
0.166722240746916	996	2999	larval	version_1
0.935184095988707	2741	17002	larval	version_1
1.4369078245592	2605	15937	larval	version_1
0.9683578832515	2353	14664	larval	version_1
0.682205798749289	1925	10554	larval	version_1
1.09908691241123	2401	11828	larval	version_1
2.03426124197002	1139	3736	larval	version_1
1.11060948081264	2294	11075	larval	version_1
0.939947780678851	2529	15320	larval	version_1
2.89139633286319	2411	12762	larval	version_1
1.23261137524212	1515	5679	larval	version_1
0.908239025445109	2425	13873	larval	version_1
1.23952870666757	2492	14683	larval	version_1
0.912832023943135	2451	13365	larval	version_1
0.88597842835131	1401	5192	larval	version_1
1.34198165958399	1163	4471	larval	version_1
1.7764857881137	855	3096	larval	version_1
1.02725491360371	2810	16841	larval	version_1
0.78869821459525	1985	11538	larval	version_1
1.6147503435639	2248	8732	larval	version_1
1.31745913264164	3773	26794	larval	version_1
0.869832173557102	2021	9772	larval	version_1
1.08962896736701	2926	17896	larval	version_1
1.08433734939759	1984	9960	larval	version_1
1.32523467697405	1793	5433	larval	version_1
0.890336590662324	2237	13815	larval	version_1
1.00129198966408	1137	3096	larval	version_1
1.20204939569101	2518	15224	larval	version_1
1.10263714049435	2219	10883	larval	version_1
1.13466443838508	2485	11369	larval	version_1
0.884216083054725	3654	22732	larval	version_1
3.81286549707602	1231	4275	larval	version_1
1.09791396346941	2009	10019	larval	version_1
0.752343364578194	1853	8108	larval	version_1
0.737379466817924	1247	3526	larval	version_1
1.36986301369863	1724	6059	larval	version_1
0.964906011007076	2266	13991	larval	version_1
0.802067551911594	2139	11221	larval	version_1
1.24298062969273	2930	15849	larval	version_1
1.36872666943177	1843	9644	larval	version_1
1.35089496791624	1962	8883	larval	version_1
0.614511935712597	1361	4231	larval	version_1
1.22253720765415	1353	5644	larval	version_1
0.975609756097561	1831	5125	larval	version_1
3.94056136488718	1620	9085	larval	version_1
1.21238363282096	1384	4619	larval	version_1
1.26056651342133	1529	6743	larval	version_1
0.649092595045701	2680	15098	larval	version_1
0.646950092421442	2938	17312	larval	version_1
0.896860986547085	1399	7582	larval	version_1
0.838926174496644	1576	4768	larval	version_1
1.12587412587413	2741	14300	larval	version_1
0.863280465769926	1455	4981	larval	version_1
4.56135441443963	2028	7147	larval	version_1
1.99934980494148	1561	6152	larval	version_1
1.1891300383002	3885	27415	larval	version_1
0.859896219421794	3098	20235	larval	version_1
0.969453082129138	1483	5467	larval	version_1
0.914595685631386	2512	15854	larval	version_1
0.777728678745029	2446	11315	larval	version_1
0.879068662390116	1195	4209	larval	version_1
0.831225153595952	2218	11068	larval	version_1
0.993713242749949	2554	14793	larval	version_1
0.875866414618778	3186	15870	larval	version_1
0.591985428051002	1454	4392	larval	version_1
0.976715793145548	2136	11467	larval	version_1
0.885129819040126	1945	10168	larval	version_1
0.744120744120744	2540	14245	larval	version_1
2.67937421327099	1759	5561	larval	version_1
1.20914164230667	2796	15052	larval	version_1
0.849697885196375	2251	10592	larval	version_1
1.35110124005182	1496	5403	larval	version_1
1.46265435799065	1612	8341	larval	version_1
0.693756194251734	2079	12108	larval	version_1
1.3091985428051	2014	8784	larval	version_1
1.10955384256015	1906	8562	larval	version_1
0.899406217254628	2105	11452	larval	version_1
1.29595345146787	2146	11343	larval	version_1
0.993654974260745	2017	8353	larval	version_1
1.23323056411966	2208	12001	larval	version_1
1.21926159325981	2495	14599	larval	version_1
1.49576200764501	2520	12034	larval	version_1
1.09537143798386	2203	12142	larval	version_1
1.19265069302675	1936	9307	larval	version_1
1.6904184354154	2441	13192	larval	version_1
1.03514265831594	2180	11496	larval	version_1
0.948314383595651	2907	20141	larval	version_1
0.838677849037987	1485	8108	larval	version_1
1.55503245595264	2368	14019	larval	version_1
1.13269388345303	3263	20747	larval	version_1
0.832726137191631	3304	19214	larval	version_1
0.892522313057826	2453	13333	larval	version_1
2.11425520555259	1781	9365	larval	version_1
0.949448293559148	2187	11691	larval	version_1
1.24765554921308	2087	12263	larval	version_1
0.907258064516129	2193	9920	larval	version_1
3.2025819265144	1144	4028	larval	version_1
1.05649681118341	2509	15523	larval	version_1
1.28334172118772	1362	3974	larval	version_1
1.41662018962632	2094	8965	larval	version_1
0.966183574879227	1885	10557	larval	version_1
0.900192274077958	2405	11442	larval	version_1
0.604180274330503	1245	6124	larval	version_1
0.738643358365136	1592	8123	larval	version_1
1.35150812064965	2997	17240	larval	version_1
0.361881785283474	1536	4974	larval	version_1
1.02340281435774	2215	13289	larval	version_1
1.57059585492228	1076	6176	larval	version_1
0.867939644812391	1565	7489	larval	version_1
1.04645631837641	2630	12614	larval	version_1
0.832413539367182	3520	21744	larval	version_1
0.844981441996367	2338	12663	larval	version_1
2.09900509585052	1579	8242	larval	version_1
0.95864363809222	2371	12622	larval	version_1
0.766641735228123	1600	5348	larval	version_1
1.22667362651703	2818	15326	larval	version_1
1.42640364188164	2026	6590	larval	version_1
0.872781065088757	2487	13520	larval	version_1
0.918250223185818	2741	15682	larval	version_1
1.1616847826087	2906	14720	larval	version_1
0.953629753248301	2715	16778	larval	version_1
0.452318130418394	1281	5306	larval	version_1
1.13389073416562	2920	17462	larval	version_1
1.53646797482414	1575	5402	larval	version_1
1.82370820668693	1703	4935	larval	version_1
1.00721839852275	1294	5957	larval	version_1
0.771092979467408	2128	11153	larval	version_1
1.2929919834497	2653	15468	larval	version_1
0.897775964088961	2705	14703	larval	version_1
0.991924715457493	2551	15727	larval	version_1
1.09787046231932	3026	18126	larval	version_1
0.947592341906788	2818	15513	larval	version_1
0.551389501543891	1414	4534	larval	version_1
1.17003208152482	1630	5299	larval	version_1
0.991676996635382	1538	5647	larval	version_1
1.08151093439364	2755	12575	larval	version_1
