nFeature_RNA	nCount_RNA	stage	version
1464	2509	adult	version_4
488	635	adult	version_4
413	529	adult	version_4
655	829	adult	version_4
753	992	adult	version_4
480	611	adult	version_4
328	371	adult	version_4
641	869	adult	version_4
685	948	adult	version_4
304	366	adult	version_4
497	638	adult	version_4
1042	1490	adult	version_4
371	464	adult	version_4
495	646	adult	version_4
460	559	adult	version_4
521	631	adult	version_4
357	414	adult	version_4
442	534	adult	version_4
438	558	adult	version_4
360	413	adult	version_4
548	711	adult	version_4
692	918	adult	version_4
344	423	adult	version_4
365	416	adult	version_4
2512	6818	adult	version_4
523	645	adult	version_4
659	930	adult	version_4
321	368	adult	version_4
371	479	adult	version_4
477	620	adult	version_4
378	436	adult	version_4
441	533	adult	version_4
328	377	adult	version_4
377	472	adult	version_4
344	399	adult	version_4
316	360	adult	version_4
418	535	adult	version_4
539	691	adult	version_4
382	460	adult	version_4
345	428	adult	version_4
431	539	adult	version_4
585	787	adult	version_4
379	434	adult	version_4
389	476	adult	version_4
667	864	adult	version_4
572	793	adult	version_4
488	583	adult	version_4
566	700	adult	version_4
495	671	adult	version_4
530	687	adult	version_4
436	493	adult	version_4
411	507	adult	version_4
1238	2017	adult	version_4
759	1037	adult	version_4
447	571	adult	version_4
390	476	adult	version_4
600	769	adult	version_4
1267	2065	adult	version_4
481	885	adult	version_4
314	378	adult	version_4
417	522	adult	version_4
637	856	adult	version_4
468	580	adult	version_4
601	747	adult	version_4
493	612	adult	version_4
448	550	adult	version_4
503	657	adult	version_4
511	691	adult	version_4
389	461	adult	version_4
551	710	adult	version_4
306	337	adult	version_4
709	967	adult	version_4
352	410	adult	version_4
364	411	adult	version_4
366	428	adult	version_4
372	448	adult	version_4
700	877	adult	version_4
449	516	adult	version_4
547	695	adult	version_4
443	533	adult	version_4
930	1345	adult	version_4
330	389	adult	version_4
938	1607	adult	version_4
406	488	adult	version_4
383	434	adult	version_4
437	517	adult	version_4
483	604	adult	version_4
341	412	adult	version_4
322	444	adult	version_4
646	798	adult	version_4
401	470	adult	version_4
937	1335	adult	version_4
858	1582	adult	version_4
476	581	adult	version_4
731	973	adult	version_4
768	1090	adult	version_4
630	797	adult	version_4
577	737	adult	version_4
479	611	adult	version_4
552	694	adult	version_4
962	1395	adult	version_4
658	883	adult	version_4
734	982	adult	version_4
748	962	adult	version_4
428	529	adult	version_4
597	750	adult	version_4
317	379	adult	version_4
752	1099	adult	version_4
432	545	adult	version_4
307	357	adult	version_4
373	437	adult	version_4
390	467	adult	version_4
371	435	adult	version_4
376	450	adult	version_4
321	411	adult	version_4
389	465	adult	version_4
1086	1671	adult	version_4
460	575	adult	version_4
648	848	adult	version_4
378	461	adult	version_4
502	618	adult	version_4
747	1040	adult	version_4
726	1113	adult	version_4
568	710	adult	version_4
432	546	adult	version_4
485	589	adult	version_4
628	807	adult	version_4
623	816	adult	version_4
400	478	adult	version_4
460	546	adult	version_4
481	594	adult	version_4
1095	1769	adult	version_4
1211	1785	adult	version_4
661	862	adult	version_4
449	559	adult	version_4
578	735	adult	version_4
355	456	adult	version_4
1070	1691	adult	version_4
329	402	adult	version_4
368	433	adult	version_4
853	1172	adult	version_4
1055	1652	adult	version_4
569	756	adult	version_4
915	1318	adult	version_4
362	444	adult	version_4
401	490	adult	version_4
1590	3158	adult	version_4
351	421	adult	version_4
470	608	adult	version_4
596	756	adult	version_4
779	1058	adult	version_4
1710	3499	adult	version_4
567	727	adult	version_4
956	1342	adult	version_4
610	798	adult	version_4
319	372	adult	version_4
658	895	adult	version_4
516	647	adult	version_4
390	499	adult	version_4
994	1351	adult	version_4
409	493	adult	version_4
407	464	adult	version_4
300	347	adult	version_4
625	823	adult	version_4
302	361	adult	version_4
414	578	adult	version_4
877	1237	adult	version_4
473	577	adult	version_4
817	1203	adult	version_4
382	452	adult	version_4
362	419	adult	version_4
374	458	adult	version_4
678	922	adult	version_4
553	678	adult	version_4
584	779	adult	version_4
609	787	adult	version_4
428	519	adult	version_4
680	880	adult	version_4
465	559	adult	version_4
385	455	adult	version_4
510	642	adult	version_4
448	548	adult	version_4
355	429	adult	version_4
327	391	adult	version_4
478	607	adult	version_4
410	508	adult	version_4
373	441	adult	version_4
508	632	adult	version_4
346	409	adult	version_4
487	597	adult	version_4
650	820	adult	version_4
578	748	adult	version_4
702	997	adult	version_4
475	588	adult	version_4
479	593	adult	version_4
571	731	adult	version_4
370	438	adult	version_4
527	659	adult	version_4
404	503	adult	version_4
1236	2296	adult	version_4
393	478	adult	version_4
501	621	adult	version_4
991	1584	adult	version_4
473	618	adult	version_4
571	700	adult	version_4
771	1048	adult	version_4
555	704	adult	version_4
526	713	adult	version_4
436	535	adult	version_4
716	938	adult	version_4
694	1306	adult	version_4
382	480	adult	version_4
305	342	adult	version_4
434	508	adult	version_4
862	1208	adult	version_4
589	772	adult	version_4
700	905	adult	version_4
386	467	adult	version_4
488	625	adult	version_4
347	426	adult	version_4
423	517	adult	version_4
392	466	adult	version_4
493	643	adult	version_4
418	509	adult	version_4
502	637	adult	version_4
405	551	adult	version_4
321	376	adult	version_4
321	369	adult	version_4
989	1676	adult	version_4
427	530	adult	version_4
601	781	adult	version_4
966	1480	adult	version_4
616	836	adult	version_4
470	554	adult	version_4
424	542	adult	version_4
446	578	adult	version_4
533	668	adult	version_4
381	463	adult	version_4
445	558	adult	version_4
601	780	adult	version_4
375	443	adult	version_4
467	577	adult	version_4
340	401	adult	version_4
620	769	adult	version_4
536	733	adult	version_4
492	596	adult	version_4
371	434	adult	version_4
635	857	adult	version_4
598	828	adult	version_4
555	721	adult	version_4
475	652	adult	version_4
514	627	adult	version_4
1239	1904	adult	version_4
551	690	adult	version_4
1053	1686	adult	version_4
703	1011	adult	version_4
539	705	adult	version_4
463	564	adult	version_4
813	1074	adult	version_4
343	395	adult	version_4
531	668	adult	version_4
452	558	adult	version_4
680	921	adult	version_4
616	798	adult	version_4
503	633	adult	version_4
481	709	adult	version_4
807	1134	adult	version_4
1421	2671	adult	version_4
456	542	adult	version_4
479	592	adult	version_4
402	539	adult	version_4
328	570	adult	version_4
365	413	adult	version_4
468	570	adult	version_4
315	411	adult	version_4
494	600	adult	version_4
386	449	adult	version_4
416	491	adult	version_4
579	745	adult	version_4
807	1153	adult	version_4
680	881	adult	version_4
308	365	adult	version_4
707	983	adult	version_4
588	787	adult	version_4
497	602	adult	version_4
591	1018	adult	version_4
485	657	adult	version_4
570	696	adult	version_4
349	413	adult	version_4
638	814	adult	version_4
649	846	adult	version_4
513	641	adult	version_4
775	1122	adult	version_4
546	715	adult	version_4
882	1390	adult	version_4
602	814	adult	version_4
451	538	adult	version_4
750	1040	adult	version_4
1268	2089	adult	version_4
320	553	adult	version_4
352	520	adult	version_4
340	395	adult	version_4
345	408	adult	version_4
531	666	adult	version_4
454	557	adult	version_4
440	538	adult	version_4
406	625	adult	version_4
324	432	adult	version_4
307	374	adult	version_4
406	509	adult	version_4
546	674	adult	version_4
869	1173	adult	version_4
429	531	adult	version_4
355	428	adult	version_4
451	572	adult	version_4
478	578	adult	version_4
354	424	adult	version_4
614	834	adult	version_4
535	700	adult	version_4
480	611	adult	version_4
961	1444	adult	version_4
417	483	adult	version_4
318	371	adult	version_4
344	401	adult	version_4
675	860	adult	version_4
458	559	adult	version_4
380	463	adult	version_4
541	903	adult	version_4
457	585	adult	version_4
947	1356	adult	version_4
600	747	adult	version_4
503	659	adult	version_4
521	664	adult	version_4
372	427	adult	version_4
661	882	adult	version_4
351	427	adult	version_4
550	723	adult	version_4
515	682	adult	version_4
381	449	adult	version_4
538	719	adult	version_4
316	534	adult	version_4
406	471	adult	version_4
739	985	adult	version_4
681	904	adult	version_4
347	399	adult	version_4
532	737	adult	version_4
327	383	adult	version_4
620	803	adult	version_4
395	518	adult	version_4
1285	2079	adult	version_4
345	413	adult	version_4
585	824	adult	version_4
501	657	adult	version_4
561	716	adult	version_4
401	505	adult	version_4
433	530	adult	version_4
338	389	adult	version_4
625	814	adult	version_4
377	525	adult	version_4
527	685	adult	version_4
554	672	adult	version_4
376	486	adult	version_4
469	579	adult	version_4
436	521	adult	version_4
336	401	adult	version_4
580	742	adult	version_4
305	348	adult	version_4
615	791	adult	version_4
1036	1484	adult	version_4
376	448	adult	version_4
493	640	adult	version_4
874	1124	adult	version_4
499	628	adult	version_4
352	438	adult	version_4
850	12538	adult	version_4
367	454	adult	version_4
425	522	adult	version_4
591	742	adult	version_4
507	632	adult	version_4
547	689	adult	version_4
661	876	adult	version_4
574	719	adult	version_4
717	969	adult	version_4
402	525	adult	version_4
801	1112	adult	version_4
816	1075	adult	version_4
544	708	adult	version_4
805	1040	adult	version_4
549	686	adult	version_4
329	382	adult	version_4
358	429	adult	version_4
454	574	adult	version_4
635	844	adult	version_4
431	530	adult	version_4
428	536	adult	version_4
587	776	adult	version_4
662	902	adult	version_4
403	496	adult	version_4
300	355	adult	version_4
495	609	adult	version_4
761	1078	adult	version_4
413	501	adult	version_4
462	615	adult	version_4
483	595	adult	version_4
314	364	adult	version_4
428	515	adult	version_4
594	799	adult	version_4
407	504	adult	version_4
338	409	adult	version_4
549	807	adult	version_4
423	537	adult	version_4
392	484	adult	version_4
361	434	adult	version_4
962	1486	adult	version_4
329	387	adult	version_4
513	645	adult	version_4
658	882	adult	version_4
826	1125	adult	version_4
416	511	adult	version_4
1140	1748	adult	version_4
369	421	adult	version_4
575	783	adult	version_4
540	694	adult	version_4
840	1179	adult	version_4
531	665	adult	version_4
584	763	adult	version_4
378	486	adult	version_4
572	724	adult	version_4
700	927	adult	version_4
469	564	adult	version_4
997	1499	adult	version_4
632	834	adult	version_4
705	1020	adult	version_4
376	593	adult	version_4
449	565	adult	version_4
371	494	adult	version_4
494	635	adult	version_4
367	462	adult	version_4
395	496	adult	version_4
639	851	adult	version_4
533	667	adult	version_4
330	399	adult	version_4
637	925	adult	version_4
540	722	adult	version_4
465	567	adult	version_4
323	375	adult	version_4
477	594	adult	version_4
373	433	adult	version_4
452	545	adult	version_4
317	459	adult	version_4
326	394	adult	version_4
364	433	adult	version_4
601	772	adult	version_4
903	1249	adult	version_4
454	570	adult	version_4
1740	3695	adult	version_4
510	637	adult	version_4
505	610	adult	version_4
694	903	adult	version_4
655	845	adult	version_4
423	510	adult	version_4
453	555	adult	version_4
508	648	adult	version_4
302	412	adult	version_4
448	540	adult	version_4
1583	3358	adult	version_4
313	368	adult	version_4
560	703	adult	version_4
423	499	adult	version_4
380	467	adult	version_4
493	617	adult	version_4
592	772	adult	version_4
577	687	adult	version_4
539	690	adult	version_4
926	1385	adult	version_4
326	424	adult	version_4
467	563	adult	version_4
504	605	adult	version_4
419	509	adult	version_4
385	438	adult	version_4
648	893	adult	version_4
511	637	adult	version_4
641	794	adult	version_4
340	407	adult	version_4
735	992	adult	version_4
342	411	adult	version_4
372	458	adult	version_4
459	571	adult	version_4
637	829	adult	version_4
622	783	adult	version_4
559	687	adult	version_4
519	666	adult	version_4
447	553	adult	version_4
566	736	adult	version_4
396	614	adult	version_4
507	636	adult	version_4
1605	2901	adult	version_4
422	504	adult	version_4
1040	1503	adult	version_4
498	626	adult	version_4
668	906	adult	version_4
694	876	adult	version_4
1085	1692	adult	version_4
352	404	adult	version_4
377	432	adult	version_4
760	1018	adult	version_4
450	561	adult	version_4
388	465	adult	version_4
818	1120	adult	version_4
419	524	adult	version_4
453	560	adult	version_4
337	388	adult	version_4
321	365	adult	version_4
412	503	adult	version_4
350	418	adult	version_4
573	736	adult	version_4
363	446	adult	version_4
356	415	adult	version_4
643	853	adult	version_4
325	403	adult	version_4
355	467	adult	version_4
1443	2533	adult	version_4
484	634	adult	version_4
381	445	adult	version_4
312	374	adult	version_4
691	868	adult	version_4
584	751	adult	version_4
682	891	adult	version_4
449	531	adult	version_4
355	422	adult	version_4
987	1382	adult	version_4
422	503	adult	version_4
732	960	adult	version_4
622	795	adult	version_4
746	989	adult	version_4
604	778	adult	version_4
511	890	adult	version_4
703	931	adult	version_4
413	508	adult	version_4
327	383	adult	version_4
449	547	adult	version_4
431	547	adult	version_4
433	525	adult	version_4
708	930	adult	version_4
399	508	adult	version_4
627	807	adult	version_4
483	607	adult	version_4
403	477	adult	version_4
683	879	adult	version_4
362	423	adult	version_4
382	468	adult	version_4
324	466	adult	version_4
556	664	adult	version_4
400	600	adult	version_4
1293	2253	adult	version_4
708	977	adult	version_4
427	508	adult	version_4
549	688	adult	version_4
306	372	adult	version_4
481	624	adult	version_4
424	506	adult	version_4
497	605	adult	version_4
379	459	adult	version_4
522	682	adult	version_4
1128	1692	adult	version_4
360	405	adult	version_4
445	545	adult	version_4
437	544	adult	version_4
429	523	adult	version_4
449	552	adult	version_4
579	722	adult	version_4
304	378	adult	version_4
417	507	adult	version_4
567	737	adult	version_4
559	683	adult	version_4
413	507	adult	version_4
455	548	adult	version_4
330	437	adult	version_4
579	737	adult	version_4
497	654	adult	version_4
464	577	adult	version_4
730	982	adult	version_4
498	618	adult	version_4
418	500	adult	version_4
359	451	adult	version_4
543	688	adult	version_4
386	480	adult	version_4
385	464	adult	version_4
650	861	adult	version_4
361	420	adult	version_4
356	426	adult	version_4
467	586	adult	version_4
508	653	adult	version_4
2094	4428	adult	version_4
449	579	adult	version_4
1287	2341	adult	version_4
393	466	adult	version_4
529	732	adult	version_4
596	761	adult	version_4
467	556	adult	version_4
314	375	adult	version_4
436	538	adult	version_4
416	527	adult	version_4
655	828	adult	version_4
846	1146	adult	version_4
532	666	adult	version_4
678	869	adult	version_4
590	762	adult	version_4
538	685	adult	version_4
543	678	adult	version_4
478	604	adult	version_4
583	716	adult	version_4
449	528	adult	version_4
403	490	adult	version_4
638	870	adult	version_4
545	677	adult	version_4
701	930	adult	version_4
341	376	adult	version_4
652	832	adult	version_4
643	813	adult	version_4
337	426	adult	version_4
1696	3251	adult	version_4
317	568	adult	version_4
852	1291	adult	version_4
680	947	adult	version_4
449	576	adult	version_4
457	558	adult	version_4
1186	1824	adult	version_4
401	463	adult	version_4
575	772	adult	version_4
474	634	adult	version_4
741	1101	adult	version_4
422	510	adult	version_4
683	994	adult	version_4
386	457	adult	version_4
1338	3088	adult	version_4
984	1574	adult	version_4
449	564	adult	version_4
523	688	adult	version_4
697	1052	adult	version_4
388	517	adult	version_4
602	747	adult	version_4
368	462	adult	version_4
383	445	adult	version_4
381	465	adult	version_4
448	589	adult	version_4
1028	1651	adult	version_4
395	500	adult	version_4
597	772	adult	version_4
340	416	adult	version_4
856	1215	adult	version_4
2018	4525	adult	version_4
1140	1835	adult	version_4
374	448	adult	version_4
578	765	adult	version_4
385	466	adult	version_4
376	458	adult	version_4
325	372	adult	version_4
403	469	adult	version_4
579	785	adult	version_4
456	562	adult	version_4
520	628	adult	version_4
407	501	adult	version_4
562	704	adult	version_4
335	408	adult	version_4
808	1073	adult	version_4
710	1066	adult	version_4
313	364	adult	version_4
367	436	adult	version_4
774	1183	adult	version_4
508	637	adult	version_4
313	373	adult	version_4
426	504	adult	version_4
325	448	adult	version_4
1346	2263	adult	version_4
377	479	adult	version_4
432	509	adult	version_4
899	1343	adult	version_4
308	361	adult	version_4
538	674	adult	version_4
515	633	adult	version_4
982	1579	adult	version_4
328	397	adult	version_4
908	1384	adult	version_4
684	888	adult	version_4
374	438	adult	version_4
312	421	adult	version_4
950	3361	adult	version_4
1019	1616	adult	version_4
661	866	adult	version_4
409	476	adult	version_4
445	536	adult	version_4
609	781	adult	version_4
378	455	adult	version_4
765	1060	adult	version_4
416	502	adult	version_4
729	986	adult	version_4
724	1023	adult	version_4
412	468	adult	version_4
426	516	adult	version_4
484	594	adult	version_4
369	453	adult	version_4
381	476	adult	version_4
623	812	adult	version_4
524	660	adult	version_4
1669	3143	adult	version_4
590	740	adult	version_4
473	604	adult	version_4
1325	2104	adult	version_4
345	394	adult	version_4
817	1143	adult	version_4
644	856	adult	version_4
452	569	adult	version_4
454	678	adult	version_4
379	444	adult	version_4
579	756	adult	version_4
1092	1916	adult	version_4
872	1226	adult	version_4
345	418	adult	version_4
358	429	adult	version_4
986	1479	adult	version_4
373	461	adult	version_4
437	560	adult	version_4
387	544	adult	version_4
423	521	adult	version_4
783	1095	adult	version_4
552	749	adult	version_4
481	617	adult	version_4
474	582	adult	version_4
547	659	adult	version_4
410	504	adult	version_4
547	713	adult	version_4
413	678	adult	version_4
614	770	adult	version_4
1558	2791	adult	version_4
348	416	adult	version_4
537	692	adult	version_4
604	811	adult	version_4
1134	1898	adult	version_4
436	531	adult	version_4
597	792	adult	version_4
928	1295	adult	version_4
694	916	adult	version_4
470	662	adult	version_4
563	722	adult	version_4
418	524	adult	version_4
1046	1442	adult	version_4
438	600	adult	version_4
367	447	adult	version_4
484	608	adult	version_4
487	628	adult	version_4
416	523	adult	version_4
1156	1917	adult	version_4
330	389	adult	version_4
438	528	adult	version_4
328	381	adult	version_4
579	732	adult	version_4
345	473	adult	version_4
442	568	adult	version_4
670	875	adult	version_4
334	393	adult	version_4
315	365	adult	version_4
438	531	adult	version_4
970	1481	adult	version_4
356	409	adult	version_4
882	1255	adult	version_4
314	423	adult	version_4
444	543	adult	version_4
481	612	adult	version_4
1098	1594	adult	version_4
333	462	adult	version_4
444	546	adult	version_4
512	643	adult	version_4
491	613	adult	version_4
580	749	adult	version_4
784	1086	adult	version_4
723	989	adult	version_4
372	432	adult	version_4
1343	2334	adult	version_4
391	479	adult	version_4
378	451	adult	version_4
353	422	adult	version_4
322	398	adult	version_4
591	772	adult	version_4
567	693	adult	version_4
567	721	adult	version_4
689	863	adult	version_4
373	457	adult	version_4
478	577	adult	version_4
342	404	adult	version_4
629	857	adult	version_4
625	840	adult	version_4
300	342	adult	version_4
828	1124	adult	version_4
655	858	adult	version_4
756	1042	adult	version_4
805	1154	adult	version_4
1133	1864	adult	version_4
1169	1747	adult	version_4
361	436	adult	version_4
503	724	adult	version_4
517	695	adult	version_4
522	675	adult	version_4
695	938	adult	version_4
317	369	adult	version_4
685	917	adult	version_4
547	703	adult	version_4
464	536	adult	version_4
558	888	adult	version_4
399	515	adult	version_4
501	619	adult	version_4
346	394	adult	version_4
567	741	adult	version_4
360	444	adult	version_4
571	734	adult	version_4
1010	1486	adult	version_4
838	1152	adult	version_4
402	476	adult	version_4
1108	1793	adult	version_4
549	701	adult	version_4
620	833	adult	version_4
620	816	adult	version_4
647	822	adult	version_4
828	1084	adult	version_4
919	1278	adult	version_4
346	417	adult	version_4
681	912	adult	version_4
412	519	adult	version_4
1486	2895	adult	version_4
721	969	adult	version_4
552	696	adult	version_4
373	438	adult	version_4
671	899	adult	version_4
853	1235	adult	version_4
665	872	adult	version_4
336	417	adult	version_4
781	1075	adult	version_4
702	911	adult	version_4
391	470	adult	version_4
452	559	adult	version_4
717	955	adult	version_4
341	403	adult	version_4
493	626	adult	version_4
441	569	adult	version_4
453	540	adult	version_4
774	1051	adult	version_4
514	671	adult	version_4
334	396	adult	version_4
772	1177	adult	version_4
854	1196	adult	version_4
375	454	adult	version_4
866	1138	adult	version_4
456	528	adult	version_4
523	746	adult	version_4
1276	2110	adult	version_4
637	830	adult	version_4
668	875	adult	version_4
649	858	adult	version_4
491	607	adult	version_4
559	686	adult	version_4
438	528	adult	version_4
777	1071	adult	version_4
542	801	adult	version_4
483	556	adult	version_4
611	795	adult	version_4
400	487	adult	version_4
388	468	adult	version_4
1070	1638	adult	version_4
827	1169	adult	version_4
582	744	adult	version_4
622	797	adult	version_4
632	807	adult	version_4
374	461	adult	version_4
328	383	adult	version_4
1026	1799	adult	version_4
384	2760	adult	version_4
341	405	adult	version_4
543	681	adult	version_4
721	966	adult	version_4
730	1013	adult	version_4
352	418	adult	version_4
579	780	adult	version_4
335	460	adult	version_4
358	437	adult	version_4
323	411	adult	version_4
1216	2127	adult	version_4
623	914	adult	version_4
645	835	adult	version_4
453	538	adult	version_4
355	415	adult	version_4
751	1120	adult	version_4
401	484	adult	version_4
394	477	adult	version_4
663	886	adult	version_4
696	915	adult	version_4
486	659	adult	version_4
577	754	adult	version_4
336	455	adult	version_4
429	530	adult	version_4
681	2085	adult	version_4
521	740	adult	version_4
477	576	adult	version_4
453	550	adult	version_4
433	744	adult	version_4
340	394	adult	version_4
434	550	adult	version_4
525	694	adult	version_4
763	996	adult	version_4
350	419	adult	version_4
619	793	adult	version_4
588	747	adult	version_4
920	1226	adult	version_4
475	572	adult	version_4
373	434	adult	version_4
487	644	adult	version_4
365	431	adult	version_4
332	416	adult	version_4
324	365	adult	version_4
365	458	adult	version_4
426	491	adult	version_4
437	527	adult	version_4
303	401	adult	version_4
517	650	adult	version_4
754	974	adult	version_4
1044	1561	adult	version_4
2022	4672	adult	version_4
393	458	adult	version_4
476	588	adult	version_4
535	679	adult	version_4
505	597	adult	version_4
1063	1516	adult	version_4
537	675	adult	version_4
647	833	adult	version_4
442	528	adult	version_4
494	616	adult	version_4
1072	1691	adult	version_4
414	489	adult	version_4
687	903	adult	version_4
481	604	adult	version_4
1044	1567	adult	version_4
584	777	adult	version_4
430	539	adult	version_4
411	502	adult	version_4
507	649	adult	version_4
429	503	adult	version_4
827	1124	adult	version_4
442	561	adult	version_4
434	564	adult	version_4
479	598	adult	version_4
776	1033	adult	version_4
326	372	adult	version_4
647	830	adult	version_4
391	474	adult	version_4
652	861	adult	version_4
460	537	adult	version_4
892	1196	adult	version_4
650	872	adult	version_4
949	1328	adult	version_4
890	1273	adult	version_4
668	907	adult	version_4
488	598	adult	version_4
972	1335	adult	version_4
507	650	adult	version_4
344	404	adult	version_4
425	536	adult	version_4
592	754	adult	version_4
494	665	adult	version_4
329	437	adult	version_4
1482	2370	adult	version_4
682	901	adult	version_4
713	1013	adult	version_4
377	463	adult	version_4
1581	2888	adult	version_4
838	1162	adult	version_4
1399	2766	adult	version_4
376	489	adult	version_4
376	525	adult	version_4
516	754	adult	version_4
592	731	adult	version_4
504	636	adult	version_4
337	399	adult	version_4
671	900	adult	version_4
309	423	adult	version_4
580	726	adult	version_4
873	1164	adult	version_4
710	1018	adult	version_4
607	742	adult	version_4
442	526	adult	version_4
355	487	adult	version_4
555	814	adult	version_4
463	572	adult	version_4
381	495	adult	version_4
746	953	adult	version_4
445	553	adult	version_4
1039	1438	adult	version_4
986	1498	adult	version_4
504	645	adult	version_4
931	1409	adult	version_4
342	415	adult	version_4
533	654	adult	version_4
354	408	adult	version_4
388	474	adult	version_4
502	624	adult	version_4
417	521	adult	version_4
540	711	adult	version_4
313	339	adult	version_4
692	908	adult	version_4
533	689	adult	version_4
642	821	adult	version_4
361	410	adult	version_4
475	611	adult	version_4
872	1267	adult	version_4
475	578	adult	version_4
341	398	adult	version_4
430	528	adult	version_4
564	692	adult	version_4
531	692	adult	version_4
587	744	adult	version_4
623	774	adult	version_4
750	1024	adult	version_4
505	662	adult	version_4
605	966	adult	version_4
399	487	adult	version_4
329	472	adult	version_4
764	1036	adult	version_4
628	818	adult	version_4
398	499	adult	version_4
630	815	adult	version_4
599	803	adult	version_4
300	475	adult	version_4
322	390	adult	version_4
351	440	adult	version_4
591	778	adult	version_4
889	1245	adult	version_4
355	463	adult	version_4
508	641	adult	version_4
333	394	adult	version_4
774	1151	adult	version_4
425	530	adult	version_4
762	998	adult	version_4
763	1043	adult	version_4
569	714	adult	version_4
441	528	adult	version_4
320	375	adult	version_4
398	461	adult	version_4
349	411	adult	version_4
427	537	adult	version_4
838	1134	adult	version_4
495	610	adult	version_4
1213	2004	adult	version_4
367	448	adult	version_4
679	939	adult	version_4
972	1394	adult	version_4
441	537	adult	version_4
930	1435	adult	version_4
1202	1758	adult	version_4
694	1062	adult	version_4
523	629	adult	version_4
1345	2111	adult	version_4
349	399	adult	version_4
965	1334	adult	version_4
709	911	adult	version_4
482	590	adult	version_4
484	569	adult	version_4
414	558	adult	version_4
441	526	adult	version_4
728	979	adult	version_4
558	770	adult	version_4
657	880	adult	version_4
493	625	adult	version_4
633	907	adult	version_4
420	493	adult	version_4
876	1283	adult	version_4
430	530	adult	version_4
336	444	adult	version_4
404	505	adult	version_4
766	1167	adult	version_4
626	810	adult	version_4
420	529	adult	version_4
1279	1988	adult	version_4
1452	2514	adult	version_4
966	1276	adult	version_4
325	408	adult	version_4
491	586	adult	version_4
513	663	adult	version_4
1489	2567	adult	version_4
487	603	adult	version_4
307	434	adult	version_4
1427	2704	adult	version_4
377	447	adult	version_4
473	588	adult	version_4
334	397	adult	version_4
347	429	adult	version_4
555	708	adult	version_4
435	506	adult	version_4
509	637	adult	version_4
325	369	adult	version_4
548	710	adult	version_4
430	500	adult	version_4
597	729	adult	version_4
1129	1796	adult	version_4
367	437	adult	version_4
860	1150	adult	version_4
970	1452	adult	version_4
356	423	adult	version_4
407	502	adult	version_4
447	554	adult	version_4
1119	1841	adult	version_4
721	1046	adult	version_4
1069	1652	adult	version_4
370	470	adult	version_4
1175	1853	adult	version_4
355	435	adult	version_4
392	477	adult	version_4
356	421	adult	version_4
313	358	adult	version_4
539	665	adult	version_4
358	746	adult	version_4
530	668	adult	version_4
483	603	adult	version_4
1228	2031	adult	version_4
499	620	adult	version_4
308	359	adult	version_4
416	502	adult	version_4
698	876	adult	version_4
478	602	adult	version_4
376	453	adult	version_4
428	868	adult	version_4
456	669	adult	version_4
1054	1731	adult	version_4
316	451	adult	version_4
545	686	adult	version_4
300	448	adult	version_4
385	452	adult	version_4
569	740	adult	version_4
582	750	adult	version_4
908	1325	adult	version_4
535	651	adult	version_4
1401	2051	adult	version_4
563	739	adult	version_4
779	1038	adult	version_4
945	1353	adult	version_4
1431	2390	adult	version_4
649	904	adult	version_4
1523	2731	adult	version_4
562	743	adult	version_4
698	948	adult	version_4
530	645	adult	version_4
918	1280	adult	version_4
671	862	adult	version_4
531	667	adult	version_4
428	511	adult	version_4
439	541	adult	version_4
739	971	adult	version_4
302	388	adult	version_4
546	665	adult	version_4
682	862	adult	version_4
735	1190	adult	version_4
895	1279	adult	version_4
356	418	adult	version_4
503	643	adult	version_4
706	928	adult	version_4
613	789	adult	version_4
559	719	adult	version_4
829	1096	adult	version_4
822	1074	adult	version_4
537	684	adult	version_4
690	940	adult	version_4
425	505	adult	version_4
607	773	adult	version_4
434	516	adult	version_4
439	534	adult	version_4
673	865	adult	version_4
965	1413	adult	version_4
649	860	adult	version_4
625	815	adult	version_4
621	844	adult	version_4
341	426	adult	version_4
1575	2457	adult	version_4
378	506	adult	version_4
1541	2812	adult	version_4
373	442	adult	version_4
830	1112	adult	version_4
377	1079	adult	version_4
662	864	adult	version_4
562	706	adult	version_4
302	369	adult	version_4
377	551	adult	version_4
325	873	adult	version_4
418	589	adult	version_4
570	718	adult	version_4
749	1002	adult	version_4
656	854	adult	version_4
346	535	adult	version_4
652	826	adult	version_4
2830	5966	adult	version_4
644	889	adult	version_4
454	626	adult	version_4
311	354	adult	version_4
449	579	adult	version_4
344	440	adult	version_4
441	544	adult	version_4
855	1158	adult	version_4
549	728	adult	version_4
359	447	adult	version_4
495	612	adult	version_4
309	357	adult	version_4
557	679	adult	version_4
1001	1446	adult	version_4
755	1038	adult	version_4
847	1201	adult	version_4
829	1163	adult	version_4
418	495	adult	version_4
1210	1891	adult	version_4
359	414	adult	version_4
475	595	adult	version_4
395	642	adult	version_4
670	856	adult	version_4
743	1020	adult	version_4
669	877	adult	version_4
341	430	adult	version_4
468	542	adult	version_4
1483	2524	adult	version_4
371	441	adult	version_4
702	901	adult	version_4
650	793	adult	version_4
1731	3929	adult	version_4
406	494	adult	version_4
2353	5348	adult	version_4
731	970	adult	version_4
958	1318	adult	version_4
834	1262	adult	version_4
369	425	adult	version_4
421	484	adult	version_4
1455	2595	adult	version_4
546	710	adult	version_4
427	502	adult	version_4
393	475	adult	version_4
362	429	adult	version_4
804	1173	adult	version_4
313	368	adult	version_4
