nCount_RNA	nFeature_RNA	percent.mt	orig.ident
9668	1878	0.951592883740174	2dpf
5095	1352	1.1972522080471	2dpf
4037	1150	2.74956650978449	2dpf
4214	1418	0.925486473659231	2dpf
9098	1786	0.76939986810288	2dpf
13209	2342	1.18858354152472	2dpf
990	537	18.1818181818182	2dpf
11500	2230	1.30434782608696	2dpf
3383	1087	1.21194206325746	2dpf
12820	2301	1.24804992199688	2dpf
13501	2399	0.79994074512999	2dpf
13142	2402	1.16420636128443	2dpf
1222	458	11.4566284779051	2dpf
9267	2068	1.17621668285313	2dpf
951	522	14.4058885383807	2dpf
11809	2314	1.19400457278347	2dpf
1491	610	13.4808853118712	2dpf
9121	1719	0.778423418484815	2dpf
7921	1713	2.17144299962126	2dpf
591	168	63.7901861252115	2dpf
630	361	1.74603174603175	2dpf
589	356	1.18845500848896	2dpf
8315	1839	1.34696331930247	2dpf
11658	2301	1.26093669583119	2dpf
563	345	1.06571936056838	2dpf
10772	1954	1.02116598588934	2dpf
11718	2363	1.03259941969619	2dpf
14966	2576	0.96218094347187	2dpf
10589	2178	0.953820001888752	2dpf
12629	2335	1.09272309763243	2dpf
3924	1243	0.586136595310907	2dpf
1079	541	0.278035217794254	2dpf
3543	1154	0.931414055884843	2dpf
13675	2474	1.38208409506399	2dpf
9568	1899	1.14966555183946	2dpf
4659	1177	1.13758317235458	2dpf
14627	2488	1.05284747384973	2dpf
1528	568	18.848167539267	2dpf
10406	2242	1.38381702863732	2dpf
9391	2004	1.15003726972633	2dpf
10420	1757	1.08445297504798	2dpf
9789	2032	1.74685871897027	2dpf
4567	1243	0.963433326034596	2dpf
9572	1972	1.01337233597994	2dpf
10507	1994	1.97963262586847	2dpf
12396	2197	0.968054211035818	2dpf
504	302	20.0396825396825	2dpf
11907	2033	1.31855211220291	2dpf
542	290	0	2dpf
9540	2090	1.24737945492662	2dpf
6190	1544	1.1470113085622	2dpf
8995	1492	0.922734852695942	2dpf
12453	2423	1.17240825503895	2dpf
525	271	35.0476190476191	2dpf
8573	2026	1.11979470430421	2dpf
6628	1180	0.875075437537719	2dpf
10029	1873	1.00707946953834	2dpf
3823	1100	1.93565262882553	2dpf
715	394	26.1538461538462	2dpf
5886	1265	1.27420998980632	2dpf
5098	1459	1.13770105923892	2dpf
13914	2511	1.20022998418859	2dpf
7726	1997	1.60497023039089	2dpf
8102	1562	1.37003209084177	2dpf
1064	642	0.37593984962406	2dpf
4016	1463	1.4691235059761	2dpf
10686	2138	1.02002620250795	2dpf
11036	1994	1.03298296484233	2dpf
4062	1432	1.7232890201871	2dpf
574	319	28.5714285714286	2dpf
5748	1340	2.13987473903967	2dpf
2432	895	1.15131578947368	2dpf
6592	1441	0.89502427184466	2dpf
4599	1301	1.13068058273538	2dpf
772	398	0.259067357512953	2dpf
11925	2187	0.763102725366876	2dpf
10506	1686	1.01846563868266	2dpf
7462	1860	0.844277673545966	2dpf
8490	1838	1.47232037691402	2dpf
4797	1256	1.33416718782572	2dpf
7997	1838	1.86319869951232	2dpf
2294	783	1.0462074978204	2dpf
8059	1528	1.12917235389006	2dpf
14454	2494	1.16922651169227	2dpf
3436	1161	1.28055878928987	2dpf
17523	2858	1.03292815157222	2dpf
16866	2878	1.12059765208111	2dpf
3709	1249	1.50984092747371	2dpf
5048	1241	1.78288431061807	2dpf
10723	1925	1.29627902639187	2dpf
1190	713	5.12605042016807	2dpf
890	481	1.01123595505618	2dpf
13503	2409	0.762793453306673	2dpf
8042	1633	1.20616761999503	2dpf
570	276	0	2dpf
4016	1175	0.697211155378486	2dpf
18458	2732	1.0239462563658	2dpf
524	324	1.52671755725191	2dpf
8885	1944	1.12549240292628	2dpf
4174	1187	1.62913272640153	2dpf
1292	652	15.1702786377709	2dpf
735	367	20.952380952381	2dpf
8556	1785	1.30902290790089	2dpf
11658	2382	1.24378109452736	2dpf
10397	1885	0.942579590266423	2dpf
3421	990	0.818474130371237	2dpf
6880	2129	1.01744186046512	2dpf
10244	1870	1.34713002733307	2dpf
506	289	27.8656126482213	2dpf
7540	1619	1.14058355437666	2dpf
5039	1292	1.25024806509228	2dpf
8630	1699	1.59907300115875	2dpf
1013	515	0.296150049358342	2dpf
3697	943	3.51636461996213	2dpf
9481	2053	1.11802552473368	2dpf
946	450	32.9809725158562	2dpf
3718	943	1.66756320602474	2dpf
4697	1539	1.23483074302746	2dpf
8451	1985	1.15962607975388	2dpf
12738	2487	1.09907363793374	2dpf
10686	1992	1.58150851581509	2dpf
3616	1299	0.636061946902655	2dpf
13108	2164	1.15196826365578	2dpf
8154	1772	1.05469708118715	2dpf
1810	497	0.0552486187845304	2dpf
2345	756	1.40724946695096	2dpf
20205	3181	0.999752536500866	2dpf
3834	1157	1.06937923839332	2dpf
690	426	0	2dpf
3035	952	1.77924217462932	2dpf
1979	725	1.66750884284992	2dpf
8901	1847	0.921244803954612	2dpf
740	485	7.16216216216216	2dpf
16928	2478	0.850661625708885	2dpf
14279	2434	0.896421318019469	2dpf
3861	1584	1.57990157990158	2dpf
807	372	28.996282527881	2dpf
8199	1983	1.17087449688986	2dpf
10863	2106	1.66620638865875	2dpf
6755	1547	0.710584752035529	2dpf
10334	2102	1.03541706986646	2dpf
2157	644	4.77515067222995	2dpf
5453	1291	1.00861910874748	2dpf
3490	999	0.659025787965616	2dpf
6721	1562	1.24981401577146	2dpf
12239	2223	0.841572023858158	2dpf
6148	1299	2.92778139232271	2dpf
6910	1389	3.2561505065123	2dpf
12382	2149	1.11452107898562	2dpf
892	469	16.0313901345291	2dpf
5290	1671	1.03969754253308	2dpf
11698	2131	0.965977090100872	2dpf
3461	1235	1.15573533660792	2dpf
989	528	19.8179979777553	2dpf
7158	1418	1.52277172394524	2dpf
864	429	18.0555555555556	2dpf
3912	1004	0.408997955010225	2dpf
7264	1569	1.22522026431718	2dpf
1709	794	13.5166764189585	2dpf
18437	2940	1.14443781526279	2dpf
3466	996	2.19272937103289	2dpf
4364	1219	1.42071494042163	2dpf
2268	745	3.04232804232804	2dpf
11477	2259	1.14141326130522	2dpf
538	312	28.0669144981413	2dpf
10968	2121	1.50437636761488	2dpf
8012	2019	2.40888666999501	2dpf
13155	2492	2.56936526035728	2dpf
7205	1539	1.60999306037474	2dpf
6284	1428	1.00254614894971	2dpf
2150	1074	7.95348837209302	2dpf
8610	1561	1.48664343786295	2dpf
1365	615	0.512820512820513	2dpf
3006	1125	1.0645375914837	2dpf
9364	1780	1.16403246475865	2dpf
5755	1311	2.65855777584709	2dpf
1500	816	1.6	2dpf
9833	2195	1.3220787145327	2dpf
3668	1070	1.41766630316249	2dpf
817	443	24.8470012239902	2dpf
9613	1670	2.59024238011027	2dpf
3922	1281	1.45334013258542	2dpf
12171	2358	0.994166461260373	2dpf
4710	1278	0.658174097664544	2dpf
2272	811	1.45246478873239	2dpf
11894	2179	3.11921977467631	2dpf
13682	2350	1.23519953223213	2dpf
9610	2074	1.09261186264308	2dpf
5329	1343	0.319009194970914	2dpf
11704	2203	1.28161312371839	2dpf
4278	1509	1.84665731650304	2dpf
5698	1160	1.50930150930151	2dpf
2623	1002	0.457491422035837	2dpf
1491	560	0.469483568075117	2dpf
8985	2178	1.70283806343906	2dpf
22172	3279	0.604365866859102	2dpf
1692	823	1.59574468085106	2dpf
9721	1906	1.09042279600864	2dpf
9053	1881	1.02728377333481	2dpf
5976	1479	0.836680053547523	2dpf
7608	1688	1.16982124079916	2dpf
15086	2497	0.98767068805515	2dpf
597	384	0.16750418760469	2dpf
3879	1421	0.902294405774684	2dpf
1247	586	25.1002405773857	2dpf
4337	1101	0.830066866497579	2dpf
2371	1059	9.27878532264867	2dpf
12451	2350	0.96377800979841	2dpf
7210	1710	1.09570041608877	2dpf
3734	1062	1.17836100696304	2dpf
3675	1135	1.85034013605442	2dpf
8593	2030	1.25683696031654	2dpf
11287	1897	1.16948702046602	2dpf
20690	2770	1.61913968100532	2dpf
10933	1812	1.26223360468307	2dpf
3053	834	4.71667212577792	2dpf
18935	3041	1.17771322946924	2dpf
13170	2289	1.01746393318147	2dpf
2342	667	9.69257045260461	2dpf
4931	1479	1.37903062259177	2dpf
609	281	13.9573070607553	2dpf
4787	1470	1.2116147900564	2dpf
9077	1933	0.925415886306048	2dpf
2861	737	0.664103460328556	2dpf
12624	2477	1.06147021546261	2dpf
14500	2680	1.1448275862069	2dpf
5321	1524	1.31554219131742	2dpf
22718	3022	1.12245796284884	2dpf
9303	2019	0.956680640653553	2dpf
617	266	0.162074554294976	2dpf
4039	1221	0.990344144590245	2dpf
6899	1738	0.913175822582983	2dpf
9090	1886	1.15511551155116	2dpf
19958	3025	1.56328289407756	2dpf
11079	2110	1.45319974726961	2dpf
6984	1449	1.54639175257732	2dpf
562	296	29.1814946619217	2dpf
3321	1315	4.75760313158687	2dpf
10994	1863	0.709477897034746	2dpf
11393	2146	1.48336697972439	2dpf
1601	520	3.37289194253592	2dpf
15506	2719	1.41235650715852	2dpf
3428	1104	1.31271878646441	2dpf
6357	1415	1.77756803523675	2dpf
6339	1474	0.615238996687175	2dpf
1373	624	0.655498907501821	2dpf
601	379	10.4825291181364	2dpf
6655	1655	0.631104432757325	2dpf
934	511	21.5203426124197	2dpf
588	339	0.340136054421769	2dpf
18268	3017	1.01269980293409	2dpf
12490	2422	1.42514011208967	2dpf
19899	3171	0.738730589476858	2dpf
12674	2125	1.63326495186997	2dpf
1192	647	15.0167785234899	2dpf
3974	1199	0.0503271263210871	2dpf
7056	2131	2.57936507936508	2dpf
2417	865	0.206868018204386	2dpf
14291	2413	0.986634945070324	2dpf
13243	2265	1.35920863852601	2dpf
1548	553	2.97157622739018	2dpf
12124	2074	1.00626855823161	2dpf
8837	1706	0.735543736562182	2dpf
9945	2095	1.12619406737054	2dpf
2977	993	2.25058784010749	2dpf
9322	2025	1.19073160266037	2dpf
12821	2210	1.0061617658529	2dpf
10506	2108	3.02684180468304	2dpf
4580	1302	1.33187772925764	2dpf
11701	2131	0.965729424835484	2dpf
12219	2182	1.30125214829364	2dpf
10981	2124	1.01083690010017	2dpf
1082	545	17.0055452865065	2dpf
4326	1229	0.947757743874249	2dpf
3638	1034	1.42935678944475	2dpf
2419	751	2.19098801157503	2dpf
14183	2509	1.09285764647818	2dpf
9645	1703	0.7983411093831	2dpf
7127	1923	1.8100182404939	2dpf
22319	3310	1.42031453022089	2dpf
8122	1782	0.911105639005171	2dpf
15093	2631	1.13960113960114	2dpf
4996	1202	6.32506004803843	2dpf
8331	1746	1.16432601128316	2dpf
606	321	0	2dpf
4430	1535	1.35440180586907	2dpf
11445	1968	0.961118392311053	2dpf
2429	976	1.11156854672705	2dpf
540	280	22.962962962963	2dpf
635	351	20.6299212598425	2dpf
3069	946	6.12577386770935	2dpf
12697	2188	1.30739544774356	2dpf
9040	1942	1.18362831858407	2dpf
649	393	13.4052388289676	2dpf
9534	2162	1.18523180197189	2dpf
18585	3209	0.979284369114878	2dpf
3446	1091	4.38189204875218	2dpf
8376	1789	1.06255969436485	2dpf
6774	1609	0.782403306761146	2dpf
2729	1078	0.916086478563576	2dpf
4966	1515	1.42972211035038	2dpf
11734	2007	0.988580194307142	2dpf
9202	1864	0.858509019778309	2dpf
13304	2577	1.30787733012628	2dpf
979	474	19.611848825332	2dpf
7988	1630	1.36454682023035	2dpf
7418	1744	1.40199514693988	2dpf
1717	700	0.69889341875364	2dpf
3545	1194	0.592383638928068	2dpf
4747	1168	1.36928586475669	2dpf
3943	1549	1.19198579761603	2dpf
7551	1418	4.21136273341279	2dpf
3799	1208	1.42142669123454	2dpf
5472	1309	1.42543859649123	2dpf
12652	2370	0.703446095478976	2dpf
14583	2615	0.665158060755674	2dpf
6388	1234	0.970569818409518	2dpf
3759	1344	0.904495876562916	2dpf
11958	2431	1.20421475163071	2dpf
4136	1245	0.846228239845261	2dpf
591	344	0	2dpf
5908	1762	4.97630331753555	2dpf
5234	1371	2.15896064195644	2dpf
500	321	1	2dpf
22618	3395	1.25563710319215	2dpf
16860	2687	0.907473309608541	2dpf
4474	1308	1.05051408135896	2dpf
13441	2230	0.944870173350197	2dpf
9479	2149	0.780673066779196	2dpf
3411	1026	1.0260920551158	2dpf
9304	1946	0.956577815993121	2dpf
617	357	0	2dpf
12165	2225	1.04397862720921	2dpf
13286	2811	0.925786542224898	2dpf
3507	1267	0.627316794981466	2dpf
9686	1888	0.970472847408631	2dpf
1385	690	16.101083032491	2dpf
8421	1710	0.914380714879468	2dpf
12036	2233	0.7892987703556	2dpf
4535	1539	2.86659316427784	2dpf
12595	2477	1.29416435093291	2dpf
8600	1965	0.930232558139535	2dpf
4446	1301	1.43949617633828	2dpf
7090	1435	1.57968970380818	2dpf
10098	1830	0.752624282036047	2dpf
7225	1764	1.41176470588235	2dpf
526	252	41.06463878327	2dpf
7271	1697	1.08650804566084	2dpf
9522	1837	0.966183574879227	2dpf
