nCount_RNA	nFeature_RNA	percent.mt	orig.ident
5510	1532	1.01633393829401	2dpf
6997	1249	1.38630841789338	2dpf
2750	1016	0.363636363636364	2dpf
9599	1690	1.50015626627774	2dpf
4609	1308	0.867867216315904	2dpf
15796	2726	1.07622182831096	2dpf
1150	599	15.4782608695652	2dpf
17557	3064	0.877143019878111	2dpf
1804	813	11.6962305986696	2dpf
8874	2190	1.464953797611	2dpf
2187	979	5.48696844993141	2dpf
989	495	33.4681496461072	2dpf
3167	1487	6.72560783075466	2dpf
15593	2630	1.30827935612134	2dpf
4281	1467	1.19131044148563	2dpf
1033	588	5.71151984511133	2dpf
13768	2309	0.980534572922719	2dpf
15137	2696	0.918279711964062	2dpf
3923	1251	1.1980627071119	2dpf
11038	2033	0.788186265627831	2dpf
845	445	12.6627218934911	2dpf
9788	1977	1.19534123416428	2dpf
4798	1515	1.35473113797416	2dpf
4218	1411	0.806069227121859	2dpf
3284	1191	2.25334957369062	2dpf
564	344	0	2dpf
6210	1674	0.933977455716586	2dpf
7647	1681	1.04616189355303	2dpf
6109	1687	1.62055982975937	2dpf
692	294	40.8959537572254	2dpf
1969	635	6.65312341289995	2dpf
25423	3556	1.18396727372851	2dpf
14834	2206	1.24713496022651	2dpf
1134	491	1.7636684303351	2dpf
1518	760	12.7799736495389	2dpf
1646	811	10.3280680437424	2dpf
12240	2125	1.42156862745098	2dpf
4676	1272	0.53464499572284	2dpf
7257	1547	1.66735565660741	2dpf
11781	2166	1.27323656735421	2dpf
9175	1987	0.806539509536785	2dpf
10499	2035	1.64777597866463	2dpf
4677	1520	1.02629890955741	2dpf
9825	1928	1.06870229007634	2dpf
11584	2302	0.81146408839779	2dpf
3889	1250	0.719979429159167	2dpf
3607	1260	0.831716107568617	2dpf
7024	1637	1.56605922551253	2dpf
9840	1897	0.975609756097561	2dpf
6225	1651	0.835341365461847	2dpf
3175	1095	0.031496062992126	2dpf
1356	706	10.0294985250737	2dpf
17983	2804	0.817438692098093	2dpf
11392	1988	2.10674157303371	2dpf
16042	2703	0.804139134771225	2dpf
7475	1814	1.23076923076923	2dpf
14645	2431	0.921816319562991	2dpf
4718	1526	1.50487494701145	2dpf
14355	2522	0.912574016022292	2dpf
669	399	13.7518684603886	2dpf
3904	1240	0.512295081967213	2dpf
2060	791	5.04854368932039	2dpf
688	342	23.8372093023256	2dpf
8642	1641	2.19856514695672	2dpf
1267	588	0.868192580899763	2dpf
9019	1896	1.41922607827919	2dpf
9096	837	0.0219876868953386	2dpf
18089	3010	1.24937807507325	2dpf
6447	1577	0.899643244920118	2dpf
14622	2424	1.00533442757489	2dpf
13708	2636	1.04318646046104	2dpf
8029	1431	1.0462074978204	2dpf
4400	1534	1.90909090909091	2dpf
14879	2681	1.19631695678473	2dpf
6977	1836	1.17529023935789	2dpf
3676	1347	0.924918389553863	2dpf
11290	1997	1.12488928255093	2dpf
3946	1238	1.11505321844906	2dpf
10135	2174	1.05574740996547	2dpf
10221	1955	0.939242735544467	2dpf
5442	1297	3.19735391400221	2dpf
21103	3148	0.999857840117519	2dpf
6747	1225	2.75678079146287	2dpf
8898	1643	0.74173971679029	2dpf
10851	1903	0.903142567505299	2dpf
10063	1935	1.08317599125509	2dpf
800	422	28.125	2dpf
10769	1808	0.937877240226576	2dpf
9596	1983	1.10462692788662	2dpf
6357	1566	1.17980179329873	2dpf
909	493	0.77007700770077	2dpf
4390	1518	1.00227790432802	2dpf
8732	1348	0.904718277599634	2dpf
13545	2396	1.63159837578442	2dpf
10303	1969	1.1258856643696	2dpf
22266	3482	1.12278810742837	2dpf
9866	1861	1.34806405838232	2dpf
4026	870	1.26676602086438	2dpf
7839	1493	0.880214313050134	2dpf
3643	1348	1.04309634916278	2dpf
3458	1426	0.231347599768652	2dpf
15753	2650	1.13629150003174	2dpf
13943	2572	0.867818977264577	2dpf
3094	1042	1.90691661279897	2dpf
883	517	16.4212910532276	2dpf
5260	1329	1.55893536121673	2dpf
1131	530	0.972590627763042	2dpf
3504	1159	1.11301369863014	2dpf
3504	884	2.99657534246575	2dpf
14461	2118	1.28621810386557	2dpf
3397	1102	1.50132469826317	2dpf
8025	1855	1.28348909657321	2dpf
10842	2004	1.15292381479432	2dpf
1393	555	3.08686288585786	2dpf
1380	696	11.0144927536232	2dpf
18682	3363	0.995610748313885	2dpf
8351	1897	1.1016644713208	2dpf
9330	1929	1.46838156484459	2dpf
7196	1643	0.889382990550306	2dpf
14249	2608	1.52291388869394	2dpf
6077	1498	0.921507322692118	2dpf
13419	2512	1.32647738281541	2dpf
3658	997	2.87042099507928	2dpf
3967	1443	1.1343584572725	2dpf
12003	2278	0.816462551028909	2dpf
24007	3486	1.39126088224268	2dpf
1840	912	10.6521739130435	2dpf
1378	676	15.7474600870827	2dpf
8331	1862	0.840235265874445	2dpf
10143	2014	0.956324558809031	2dpf
26014	3538	0.845698470054586	2dpf
10808	2005	1.69319022945966	2dpf
5350	1407	1.7196261682243	2dpf
5179	935	1.83433095192122	2dpf
3473	1230	0.921393607831846	2dpf
5222	1416	1.35963232477978	2dpf
2334	482	0.12853470437018	2dpf
12512	2282	1.00703324808184	2dpf
12581	2329	0.691518957157619	2dpf
6887	1587	1.48105125598955	2dpf
7815	2099	1.06206014075496	2dpf
1174	562	20.0170357751278	2dpf
13721	2552	1.04219809051818	2dpf
12679	2772	1.21460683019166	2dpf
17113	2725	0.870683106410331	2dpf
6396	1707	0.969355847404628	2dpf
4239	1345	1.65133286152394	2dpf
1150	539	14.7826086956522	2dpf
14599	2538	0.821974107815604	2dpf
3629	1323	0.744006613392119	2dpf
531	342	1.50659133709981	2dpf
12178	2220	1.05928723928395	2dpf
8065	1772	1.77309361438314	2dpf
8215	1607	1.63116250760803	2dpf
4898	1282	1.98040016333197	2dpf
10033	1819	1.75421110335892	2dpf
14407	2768	1.36739085166933	2dpf
7626	1839	1.1277209546289	2dpf
4420	1271	1.65158371040724	2dpf
505	308	1.38613861386139	2dpf
3623	1207	0.993651669886834	2dpf
7031	1703	1.6213909827905	2dpf
9436	1854	1.44128868164476	2dpf
10142	1854	1.20291855649773	2dpf
13830	2390	0.874909616775127	2dpf
6535	1731	0.428462127008416	2dpf
2128	835	1.40977443609023	3dpf
5614	1323	1.62094763092269	3dpf
698	411	1.71919770773639	3dpf
4495	1175	1.31256952169077	3dpf
4376	1292	1.57678244972578	3dpf
6422	1732	1.33914668327624	3dpf
813	401	13.530135301353	3dpf
7302	1765	1.615995617639	3dpf
3196	1101	1.59574468085106	3dpf
987	465	0.506585612968592	3dpf
5037	1778	0.952948183442525	3dpf
5180	1466	1.38996138996139	3dpf
3166	1353	1.04232469993683	3dpf
12031	2263	1.2218435707755	3dpf
1336	745	1.94610778443114	3dpf
505	353	1.58415841584158	3dpf
3217	1111	0.248678893378924	3dpf
905	558	6.62983425414365	3dpf
7659	1661	1.04452278365322	3dpf
9483	2357	1.58177791838026	3dpf
540	329	0.740740740740741	3dpf
681	355	1.46842878120411	3dpf
11362	2033	2.2883295194508	3dpf
910	491	5.38461538461539	3dpf
3906	1274	0.896057347670251	3dpf
4314	1168	1.06629578117756	3dpf
2443	921	1.26893164142448	3dpf
2925	815	1.12820512820513	3dpf
918	483	4.35729847494553	3dpf
974	564	1.54004106776181	3dpf
3338	1093	1.28819652486519	3dpf
1608	385	60.2611940298507	3dpf
2761	930	0.724375226367258	3dpf
881	544	1.8161180476731	3dpf
1985	840	0.755667506297229	3dpf
556	334	5.75539568345324	3dpf
7181	1997	1.5039688065729	3dpf
1391	601	2.30050323508267	3dpf
6939	1387	1.70053321804295	3dpf
9142	2292	0.831327936994093	3dpf
662	429	2.11480362537764	3dpf
10154	2097	1.35907031711641	3dpf
1980	751	0.757575757575758	3dpf
5355	1227	0.69094304388422	3dpf
17289	3262	0.861819654115333	3dpf
781	474	1.79257362355954	3dpf
1580	788	1.9620253164557	3dpf
15483	2273	0.865465349092553	3dpf
5585	1721	1.1101163831692	3dpf
853	543	2.11019929660023	3dpf
562	340	1.42348754448399	3dpf
9170	1814	0.981461286804798	3dpf
517	344	2.51450676982592	3dpf
5624	1534	1.22688477951636	3dpf
8509	1978	1.21048301798096	3dpf
512	317	7.421875	3dpf
505	365	0.396039603960396	3dpf
689	451	1.45137880986938	3dpf
4210	1264	1.23515439429929	3dpf
722	367	2.21606648199446	3dpf
827	424	0.725513905683192	3dpf
15311	2468	1.59362549800797	3dpf
5051	1209	1.08889328845773	3dpf
9402	2132	0.872154860667943	3dpf
7121	1837	0.66001966016009	3dpf
917	568	1.19956379498364	3dpf
26173	3082	0.668627975394491	3dpf
13870	2318	1.11751982696467	3dpf
5141	1576	0.680801400505738	3dpf
20796	3385	1.88016926331987	3dpf
747	460	1.07095046854083	3dpf
511	307	1.76125244618395	3dpf
2215	636	0.677200902934537	3dpf
1556	834	1.54241645244216	3dpf
19978	3162	1.59675643207528	3dpf
1253	656	2.95291300877893	3dpf
596	398	2.51677852348993	3dpf
9102	2216	1.8018018018018	3dpf
3073	881	1.82232346241458	3dpf
12606	2736	0.832936696811042	3dpf
1427	726	1.40154169586545	3dpf
3342	985	1.94494314781568	3dpf
1849	877	0.973499188750676	3dpf
28462	2704	0.987281287330476	3dpf
531	372	1.12994350282486	3dpf
949	595	9.06217070600632	3dpf
921	503	16.1780673181325	3dpf
3127	1256	9.30604413175568	3dpf
5237	1261	1.1838839029979	3dpf
7820	1761	1.50895140664962	3dpf
5211	1670	0.805987334484744	3dpf
1046	672	5.35372848948375	3dpf
581	268	1.37693631669535	3dpf
505	279	8.91089108910891	3dpf
8055	2318	1.00558659217877	3dpf
15539	2320	0.933135980436322	3dpf
11324	1934	0.838926174496644	3dpf
1686	718	1.60142348754448	3dpf
1825	709	1.47945205479452	3dpf
2419	817	1.90161223646135	3dpf
3932	1121	1.01729399796541	3dpf
11304	1919	1.53927813163482	3dpf
3633	1143	1.21112028626479	3dpf
3684	1044	1.79153094462541	3dpf
11007	2370	1.45362042336695	3dpf
636	409	1.41509433962264	3dpf
10709	1941	0.662993743580166	3dpf
8571	2242	1.51674250379186	3dpf
1201	654	0	3dpf
561	322	22.8163992869875	3dpf
3061	1002	1.33943155831428	3dpf
542	339	0.55350553505535	3dpf
15240	2560	1.39763779527559	3dpf
2673	919	0.823045267489712	3dpf
548	306	1.64233576642336	3dpf
6598	2156	1.65201576235223	3dpf
4561	1095	0.94277570708178	3dpf
2194	872	6.92798541476755	3dpf
6273	1557	0.844890801849195	3dpf
3639	1400	2.19840615553724	3dpf
5185	1611	1.83220829315333	3dpf
702	285	6.83760683760684	3dpf
14406	2363	1.24253783145911	3dpf
564	362	1.59574468085106	3dpf
3124	981	1.66453265044814	3dpf
1070	515	0.654205607476636	3dpf
4585	1212	1.57033805888768	3dpf
833	364	12.2448979591837	3dpf
2578	773	1.7455391776571	3dpf
573	394	2.26876090750436	3dpf
5266	1556	1.21534371439423	3dpf
2091	662	0.813008130081301	3dpf
2657	791	0.940910801656003	3dpf
2012	835	0.546719681908549	3dpf
577	382	0.866551126516464	3dpf
828	530	1.44927536231884	3dpf
15875	3249	1.40472440944882	3dpf
1895	993	1.63588390501319	3dpf
4484	1182	2.02943800178412	3dpf
2061	998	1.9893255701116	3dpf
8336	1854	1.16362763915547	3dpf
698	472	11.89111747851	3dpf
4440	1572	2.63513513513514	3dpf
4382	1212	0.981287083523505	3dpf
1922	958	1.92507804370447	3dpf
22364	2955	0.68413521731354	3dpf
3819	1100	1.07357947106572	3dpf
3221	657	38.4042222912139	3dpf
5120	1527	1.09375	3dpf
3570	1291	1.59663865546218	3dpf
7942	1996	0.98212037270209	3dpf
2859	1164	1.99370409233998	3dpf
4804	1321	0.832639467110741	3dpf
708	463	0.847457627118644	3dpf
3637	1060	1.48474017047017	3dpf
7138	1505	1.26085738302045	3dpf
777	500	2.96010296010296	3dpf
5389	1527	1.37316756355539	3dpf
3073	1195	1.5619915392125	3dpf
6050	1943	2	3dpf
3855	1055	1.42671854734112	3dpf
963	417	13.3956386292835	3dpf
4116	1095	1.1175898931001	3dpf
660	352	6.66666666666667	3dpf
6703	1793	1.28300760853349	3dpf
10900	1988	1.09174311926606	3dpf
2786	941	1.47164393395549	3dpf
1029	574	0.583090379008746	3dpf
933	474	11.0396570203644	3dpf
4181	1190	1.19588615163836	3dpf
3380	556	48.6094674556213	3dpf
6884	1363	1.97559558396281	3dpf
4614	1302	1.40875596012137	3dpf
2438	788	1.51763740771124	3dpf
3536	1042	1.58371040723982	3dpf
4793	1616	1.21009805967035	3dpf
2796	856	0.572246065808298	3dpf
1574	558	24.9047013977128	3dpf
6441	1418	1.38177301661233	3dpf
3589	1314	1.25383115073837	3dpf
6750	1719	3.11111111111111	3dpf
3422	834	0.964348334307423	3dpf
3075	990	1.43089430894309	3dpf
4227	1307	1.34847409510291	3dpf
8112	2129	2.67504930966469	3dpf
1002	574	1.49700598802395	3dpf
6752	2352	0.888625592417062	3dpf
22760	2787	1.53339191564148	3dpf
3042	925	1.4792899408284	3dpf
3116	1113	0.577663671373556	3dpf
819	479	2.93040293040293	3dpf
6726	1997	2.42343146000595	3dpf
2985	884	1.07202680067002	3dpf
3319	1036	1.38595962639349	3dpf
1072	606	12.6865671641791	3dpf
3297	948	1.24355474673946	3dpf
6096	1059	33.497375328084	3dpf
564	390	1.24113475177305	3dpf
544	266	3.49264705882353	3dpf
3324	1126	1.6546329723225	3dpf
511	352	0.782778864970646	3dpf
3515	960	0.938833570412518	3dpf
3555	1111	1.40646976090014	3dpf
1091	528	14.0238313473877	3dpf
644	434	9.16149068322981	3dpf
710	472	5.49295774647887	3dpf
1033	408	0.774443368828654	3dpf
17298	2490	1.17932708983698	3dpf
6990	1815	1.17310443490701	3dpf
4080	1132	2.32843137254902	3dpf
3706	938	0.647598488936859	3dpf
4784	1266	1.75585284280936	3dpf
506	364	2.17391304347826	3dpf
2266	742	1.10326566637246	3dpf
4756	1201	0.651808242220353	3dpf
4716	1172	1.95080576759966	3dpf
9362	1999	1.22837000640889	3dpf
1241	648	29.0894439967768	3dpf
1539	496	3.31384015594542	3dpf
1344	503	0	3dpf
2588	1203	1.7774343122102	3dpf
6095	1625	1.24692370795734	3dpf
6802	1624	1.17612466921494	3dpf
5310	1267	6.57250470809793	3dpf
9763	1888	1.36228618252586	3dpf
3997	1207	1.27595696772579	3dpf
6749	1192	29.5006667654467	3dpf
4084	1256	1.27326150832517	3dpf
5576	1757	2.67216642754663	3dpf
3190	858	1.66144200626959	3dpf
3643	857	0.796047213834752	3dpf
19101	2386	2.42919218889063	3dpf
8457	2020	1.4662409838004	3dpf
2865	834	1.11692844677138	3dpf
8945	1765	1.83342649524874	3dpf
1837	676	0.544365813826892	3dpf
4852	1271	1.64880461665293	3dpf
782	487	2.0460358056266	3dpf
4041	1529	1.23731749566939	3dpf
1233	596	0.8110300081103	3dpf
737	395	3.25644504748982	3dpf
6413	1692	1.32543271479807	3dpf
5724	1562	1.36268343815514	3dpf
2469	1155	2.106115836371	3dpf
6581	1726	1.56511168515423	3dpf
4361	1582	1.55927539555148	3dpf
6371	1536	0.878982891225867	3dpf
11536	2069	0.771497919556172	3dpf
5197	1566	2.07812199345776	3dpf
5057	1481	1.16669962428317	3dpf
4561	1550	1.8636263977198	3dpf
887	504	1.01465614430665	3dpf
7874	1654	1.05410210820422	3dpf
5077	1385	1.26058696080362	3dpf
5948	1195	10.7094821788837	3dpf
3998	1537	1.52576288144072	3dpf
1222	655	1.6366612111293	3dpf
684	447	2.33918128654971	3dpf
4194	1180	0.977587029089175	3dpf
8080	2158	0.928217821782178	3dpf
891	575	0.112233445566779	3dpf
4222	1157	0.54476551397442	3dpf
1280	571	0.3125	3dpf
7060	1867	1.89801699716714	3dpf
538	288	6.87732342007435	3dpf
5564	1387	2.48023005032351	3dpf
1223	596	2.78004905968929	3dpf
2904	868	0.860881542699725	3dpf
1405	766	1.70818505338078	3dpf
3786	945	1.26782884310618	3dpf
10384	2343	1.25192604006163	3dpf
6902	1459	1.97044334975369	3dpf
8203	2055	0.828965012800195	3dpf
2870	848	1.60278745644599	3dpf
3152	945	1.20558375634518	3dpf
2962	1259	1.51924375422012	3dpf
5892	1846	0.424304141208418	3dpf
3412	745	0.996483001172333	3dpf
5679	1338	1.25022010917415	3dpf
693	464	0.288600288600289	3dpf
4687	1423	1.06678045658204	3dpf
523	339	1.52963671128107	3dpf
2752	960	2.10755813953488	3dpf
3377	1145	1.6878886585727	3dpf
557	362	1.61579892280072	3dpf
5989	1578	1.68642511270663	3dpf
910	489	5.71428571428571	3dpf
3703	827	0.729138536321901	3dpf
7076	1666	0.960994912379876	3dpf
4613	1268	0.953826143507479	3dpf
1020	588	2.25490196078431	3dpf
7717	1763	0.673836983283659	3dpf
7320	1645	0.901639344262295	3dpf
5009	1366	1.13795168696347	3dpf
3163	1180	1.16977552956054	3dpf
2067	682	2.03193033381713	3dpf
4180	1398	1.5311004784689	3dpf
13056	2591	0.681678921568627	3dpf
3414	1092	1.40597539543058	3dpf
3749	1167	1.76046945852227	3dpf
5388	971	32.7023014105419	3dpf
4770	1739	1.59329140461216	3dpf
7453	2159	1.93210787602308	3dpf
692	459	0.867052023121387	3dpf
10708	1786	1.42883825177437	3dpf
5826	1447	1.49330587023687	3dpf
2759	1017	0.942370424066691	3dpf
555	304	4.86486486486486	3dpf
9048	2115	1.74624226348364	3dpf
3442	1139	1.39453805926787	3dpf
555	364	2.16216216216216	3dpf
6604	1529	1.68079951544518	3dpf
5236	1506	1.35599694423224	3dpf
19620	3419	1.16717635066259	3dpf
4712	1356	1.01867572156197	3dpf
4366	1231	1.32844709115896	3dpf
5500	1355	0.563636363636364	3dpf
9839	2331	1.31110885252566	3dpf
3555	862	0.646976090014065	3dpf
678	372	9.29203539823009	3dpf
6388	1795	1.08015028177833	3dpf
1039	511	4.71607314725698	3dpf
534	297	9.73782771535581	3dpf
3558	1192	1.32096683530073	3dpf
1026	398	1.75438596491228	3dpf
6101	1411	1.54073102770038	3dpf
4961	1349	0.846603507357388	3dpf
6449	1855	1.90727244534036	3dpf
1777	674	0.731570061902082	3dpf
4705	1237	1.2327311370882	3dpf
687	310	5.24017467248908	3dpf
893	496	0.895856662933931	3dpf
2561	779	0.42951971885982	3dpf
2951	1374	0.474415452389021	3dpf
10943	1901	0.877273142648268	3dpf
669	370	17.9372197309417	3dpf
966	559	1.75983436853002	3dpf
2256	725	0.620567375886525	3dpf
2965	879	1.2141652613828	3dpf
664	362	11.2951807228916	3dpf
534	340	10.6741573033708	3dpf
1459	741	2.74160383824537	3dpf
12704	2288	0.653337531486146	3dpf
1956	950	1.58486707566462	3dpf
706	438	1.55807365439093	3dpf
612	393	2.12418300653595	3dpf
651	376	5.83717357910906	3dpf
8535	1505	2.19097832454599	3dpf
1391	571	1.65348670021567	3dpf
5136	1247	0.95404984423676	3dpf
3638	1209	0.934579439252336	3dpf
780	373	22.8205128205128	3dpf
1501	497	0.399733510992672	3dpf
5034	1652	2.1056813667064	3dpf
682	399	8.65102639296188	3dpf
1026	610	2.24171539961014	3dpf
577	352	0.693240901213172	3dpf
1986	857	2.7190332326284	3dpf
575	357	8.17391304347826	3dpf
556	253	0.899280575539568	3dpf
779	396	3.85109114249037	3dpf
1590	582	6.54088050314465	3dpf
910	352	1.31868131868132	3dpf
507	259	1.18343195266272	3dpf
508	315	18.8976377952756	3dpf
802	451	2.24438902743142	3dpf
1785	736	1.23249299719888	3dpf
3831	1004	1.90550770033934	3dpf
1067	469	6.18556701030928	3dpf
837	495	1.5531660692951	3dpf
8559	2338	1.39034933987615	3dpf
5085	1175	0.845624385447394	3dpf
768	450	4.55729166666667	3dpf
4772	1397	0.461022632020117	3dpf
3265	1186	1.34762633996937	3dpf
1214	546	24.3822075782537	3dpf
3027	1023	1.12322431450281	3dpf
13531	2598	0.982928091050181	3dpf
14696	1555	0.523952095808383	3dpf
1414	547	6.64780763790665	3dpf
1841	819	0.760456273764259	3dpf
20133	3000	0.834450901504992	3dpf
1666	605	1.4405762304922	3dpf
5284	1411	1.17335352006056	3dpf
4904	1452	0.734094616639478	3dpf
6269	1790	2.21725953102568	3dpf
9098	1840	1.26401406902616	3dpf
656	422	1.67682926829268	3dpf
504	330	2.38095238095238	3dpf
4808	1195	1.24792013311148	3dpf
4751	1435	1.53651862765734	3dpf
3425	1068	1.37226277372263	3dpf
5316	1852	2.03160270880361	3dpf
3431	959	0.845234625473623	3dpf
6439	1637	1.2424289485945	3dpf
547	361	1.09689213893967	3dpf
893	540	0.111982082866741	3dpf
3983	1139	1.68214913381873	3dpf
4235	1251	2.21959858323495	3dpf
3407	1058	2.14264749046082	3dpf
2290	669	0.349344978165939	3dpf
5595	1498	1.28686327077748	3dpf
6284	1754	1.60725652450668	3dpf
4265	1254	1.12543962485346	3dpf
696	458	11.4942528735632	3dpf
1484	525	0.673854447439353	3dpf
4521	1039	0.70780800707808	3dpf
3360	803	1.33928571428571	3dpf
7119	1679	1.12375333614272	3dpf
6812	1497	1.14503816793893	3dpf
813	388	21.5252152521525	3dpf
1042	465	0.287907869481766	3dpf
1095	519	0.730593607305936	3dpf
3413	978	1.02549077058306	3dpf
5177	1614	0.598802395209581	3dpf
1051	577	6.08943862987631	3dpf
6304	1405	0.777284263959391	3dpf
1011	493	3.36300692383778	3dpf
3590	964	0.445682451253482	3dpf
6661	1649	1.32112295451133	3dpf
7564	1607	0.700687466948704	3dpf
4495	1168	0.889877641824249	3dpf
595	393	1.34453781512605	3dpf
13230	1912	0.823885109599395	3dpf
1398	630	10.2288984263233	3dpf
531	342	8.09792843691149	3dpf
2369	1114	1.3507809202195	3dpf
4669	769	2.12036838723495	3dpf
4358	1424	1.67508031206976	3dpf
8962	2252	1.31667038607454	3dpf
1709	798	1.98946752486834	3dpf
3476	1229	1.26582278481013	3dpf
15221	2220	0.604428092766573	3dpf
1517	709	3.295978905735	3dpf
5090	1386	0.628683693516699	3dpf
1207	643	1.73985086992543	3dpf
4031	1590	1.58769536095262	3dpf
2283	789	1.79588261060009	3dpf
1959	619	2.04185809086268	3dpf
1202	593	10.981697171381	3dpf
1758	550	1.59271899886234	3dpf
1196	453	2.34113712374582	3dpf
1826	726	2.68346111719606	3dpf
3513	1167	1.76487332764019	3dpf
4246	1250	1.62505887894489	3dpf
569	384	0.351493848857645	3dpf
893	414	3.02351623740202	3dpf
1449	706	1.93236714975845	3dpf
528	287	10.2272727272727	3dpf
3339	1046	1.73704702006589	3dpf
5315	1316	1.52398871119473	3dpf
795	358	8.93081761006289	3dpf
5720	1427	0.979020979020979	3dpf
5266	1284	1.25332320546905	3dpf
553	371	0.904159132007233	3dpf
2534	860	1.73638516179953	3dpf
6786	1205	3.96404361921603	3dpf
2520	760	1.07142857142857	3dpf
3528	1038	1.07709750566893	3dpf
4284	1215	1.33053221288515	3dpf
8335	2066	1.54769046190762	3dpf
555	298	0	3dpf
1219	678	1.88679245283019	3dpf
5440	1704	2.37132352941176	3dpf
528	370	3.78787878787879	3dpf
9793	1772	1.76656795670377	3dpf
5826	1419	1.40748369378647	3dpf
610	411	1.9672131147541	3dpf
3159	1235	0.981323203545426	3dpf
899	520	9.01001112347052	3dpf
4665	1129	1.22186495176849	3dpf
693	430	2.45310245310245	3dpf
864	433	13.8888888888889	3dpf
4157	1290	1.87635313928314	3dpf
2779	1110	1.40338251169485	3dpf
2735	1114	1.38939670932358	3dpf
28075	3378	1.33570792520036	3dpf
8478	2486	2.28827553668318	3dpf
8090	2122	1.06304079110012	3dpf
6524	1317	19.0374003678725	3dpf
2565	866	1.6374269005848	3dpf
2631	844	0.988217407829723	3dpf
638	329	1.56739811912226	3dpf
3496	1179	2.45995423340961	3dpf
584	352	4.62328767123288	3dpf
614	379	2.93159609120521	3dpf
506	339	2.17391304347826	3dpf
1269	717	0.315208825847124	3dpf
2690	762	1.15241635687732	3dpf
1627	582	0.98340503995083	3dpf
3994	1202	1.72759138708062	3dpf
1451	571	1.72294968986906	3dpf
2849	938	1.79010179010179	3dpf
3116	1292	2.1181001283697	3dpf
6118	1575	0.86629617522066	3dpf
1802	837	5.82685904550499	3dpf
3925	1124	0.687898089171975	3dpf
7307	1704	1.10852607089093	3dpf
4617	1236	1.34286333116742	3dpf
1341	700	1.04399701715138	3dpf
930	451	5.6989247311828	3dpf
725	404	0.275862068965517	3dpf
662	384	0.906344410876133	3dpf
5216	1331	0.881901840490797	3dpf
536	246	44.7761194029851	3dpf
532	348	0.75187969924812	3dpf
5160	1380	1.22093023255814	3dpf
947	487	6.12460401267159	3dpf
634	363	6.30914826498423	3dpf
3173	1307	1.89095493224078	3dpf
1841	653	0.597501357957632	3dpf
7011	1485	0.755954927970332	3dpf
651	433	6.29800307219662	3dpf
10847	1875	0.931133032174795	3dpf
765	385	0.261437908496732	3dpf
928	386	26.4008620689655	3dpf
1159	667	1.46678170836928	3dpf
765	476	0.784313725490196	3dpf
13737	1874	2.44594889713911	3dpf
682	410	17.8885630498534	3dpf
12286	2249	1.74995930327202	3dpf
1318	608	16.6160849772382	3dpf
22596	3566	1.15949725615153	3dpf
8469	1565	4.95926319518243	3dpf
3899	1309	1.10284688381636	3dpf
3766	1112	0.79660116834838	3dpf
518	366	1.35135135135135	3dpf
3657	1234	1.09379272627837	3dpf
790	342	6.32911392405063	3dpf
901	470	0	3dpf
5485	1290	0.911577028258888	3dpf
1714	781	20.24504084014	3dpf
2765	833	2.0253164556962	3dpf
1160	642	2.24137931034483	3dpf
2024	684	0.642292490118577	3dpf
4173	1551	1.36592379583034	3dpf
513	337	1.364522417154	3dpf
5172	1523	1.16009280742459	3dpf
1111	401	0.99009900990099	3dpf
18093	2257	0.81799591002045	3dpf
547	324	28.8848263254113	3dpf
3278	1004	1.06772422208664	3dpf
549	302	0.364298724954463	3dpf
5108	1389	1.54659357870008	3dpf
4675	1498	1.64705882352941	3dpf
513	264	2.33918128654971	3dpf
2311	892	3.72133275638252	3dpf
561	285	0.53475935828877	3dpf
3114	1064	0.449582530507386	3dpf
6242	1189	2.17878884972765	3dpf
1670	632	1.37724550898204	3dpf
999	443	2.6026026026026	3dpf
10194	2276	1.10849519325093	3dpf
6466	1785	0.850603154964429	3dpf
1885	905	1.53846153846154	3dpf
5305	1328	1.47031102733271	3dpf
890	449	2.24719101123596	3dpf
2384	871	5.78859060402685	3dpf
4478	1218	1.22822688700313	3dpf
13191	2543	1.40247138200288	3dpf
894	536	1.78970917225951	3dpf
504	348	2.38095238095238	3dpf
1771	247	82.6086956521739	3dpf
13247	1880	1.16252736468634	3dpf
4916	1456	1.07811228641172	3dpf
753	405	6.77290836653386	3dpf
2129	641	1.03334899013621	3dpf
3543	1035	1.77815410668925	3dpf
4342	1294	1.35882081989866	3dpf
7377	1861	1.43689846821201	3dpf
6285	1328	0.827366746221161	3dpf
4009	931	0.972811174856573	3dpf
8909	2402	0.886743742283085	3dpf
3879	1514	1.21165248775458	3dpf
836	418	0.239234449760766	3dpf
2760	882	0.108695652173913	3dpf
5242	1475	0.534147272033575	3dpf
5135	1175	0.292112950340798	3dpf
671	420	2.68256333830104	3dpf
1214	520	34.1021416803954	3dpf
758	379	30.7387862796834	3dpf
916	445	12.3362445414847	3dpf
2460	1125	6.6260162601626	3dpf
7322	1951	1.07894018027861	3dpf
5177	1542	1.00444272744833	3dpf
617	394	6.645056726094	3dpf
3660	1227	1.17486338797814	3dpf
4274	1092	1.14646700982686	3dpf
5965	1954	2.01173512154233	3dpf
4112	1511	1.53210116731517	3dpf
8449	2306	0.840336134453782	3dpf
1691	846	2.3063276167948	3dpf
3043	765	0.821557673348669	3dpf
5545	1287	1.17222723174031	3dpf
22984	2596	0.735294117647059	3dpf
2683	1052	1.78904211703317	3dpf
10388	2231	1.83865999229881	3dpf
